t,feature_0,feature_1,feature_2,feature_3,event_indicator,time_to_event
0,3.6511629,100.0,0.0,10000.0,1,38
1,3.6404495,97.5,0.0,9750.0,1,37
2,3.625,95.0,0.0,9500.0,1,36
3,3.6352942,92.5,0.0,9250.0,1,35
4,3.6744187,90.0,0.0,9000.0,1,34
5,3.6222222,87.5,0.0,8750.0,1,33
6,3.639535,85.0,0.0,8500.0,1,32
7,3.625,82.5,0.0,8250.0,1,31
8,3.6860466,80.0,0.0,8000.0,1,30
9,3.642857,77.5,0.0,7750.0,1,29
10,3.6627908,75.0,0.0,7500.0,1,28
11,3.6179776,72.5,0.0,7250.0,1,27
12,3.642857,70.0,0.0,7000.0,1,26
13,3.659091,67.5,0.0,6750.0,1,25
14,3.659091,65.0,0.0,6500.0,1,24
15,3.7108433,62.5,0.0,6250.0,1,23
16,3.691358,60.0,0.0,6000.0,1,22
17,3.6666667,57.62,0.035,5762.0,1,21
18,3.6790123,55.23,0.04,5523.0,1,20
19,3.6547618,52.84,0.07,5284.0,1,19
20,3.6463416,50.625,0.12,5062.5,1,18
21,3.6588235,48.66,0.22,4866.0,1,17
22,3.621951,46.785,0.225,4678.5,1,16
23,3.6419754,44.91,0.22,4491.0,1,15
24,3.6235294,43.125,0.255,4312.5,1,14
25,3.6627908,41.425,0.285,4142.5,1,13
26,3.627907,39.765,0.295,3976.5,1,12
27,3.6477273,38.075,0.325,3807.5,1,11
28,3.6352942,36.555,0.35,3655.5,1,10
29,3.6067417,34.88,0.325,3488.0,1,9
30,3.627907,33.255,0.35,3325.5,1,8
31,3.6117647,31.795,0.385,3179.5,1,7
32,3.6263735,30.255,0.38,3025.5,1,6
33,3.625,28.93,0.49,2893.0,1,5
34,3.6067417,27.755,0.47,2775.5,1,4
35,3.6067417,26.56,0.47,2656.0,1,3
36,3.597701,25.41,0.48,2541.0,1,2
37,3.5842698,24.335,0.565,2433.5,1,1
38,3.642857,23.525,0.61,2352.5,1,0
