t,feature_0,feature_1,feature_2,feature_3,event_indicator,time_to_event
0,3.6091955,100.0,0.0,10000.0,1,42
1,3.6588235,97.5,0.0,9750.0,1,41
2,3.6744187,95.0,0.0,9500.0,1,40
3,3.6235294,92.5,0.0,9250.0,1,39
4,3.6333334,90.0,0.0,9000.0,1,38
5,3.6516855,87.5,0.0,8750.0,1,37
6,3.6022727,85.0,0.0,8500.0,1,36
7,3.6022727,82.5,0.0,8250.0,1,35
8,3.5903614,80.0,0.0,8000.0,1,34
9,3.6144578,77.5,0.0,7750.0,1,33
10,3.5903614,75.0,0.0,7500.0,1,32
11,3.6144578,72.5,0.0,7250.0,1,31
12,3.6375,70.015,0.02,7001.5,1,30
13,3.6292136,67.64,0.085,6764.0,1,29
14,3.5955057,65.395,0.075,6539.5,1,28
15,3.6022727,63.16,0.095,6316.0,1,27
16,3.6190476,61.055,0.125,6105.5,1,26
17,3.6363637,58.88,0.125,5888.0,1,25
18,3.6309524,56.83,0.17,5683.0,1,24
19,3.6352942,54.835,0.16,5483.5,1,23
20,3.6585367,52.83,0.165,5283.0,1,22
21,3.642857,50.845,0.215,5084.5,1,21
22,3.689655,48.935,0.22,4893.5,1,20
23,3.6707318,47.145,0.265,4714.5,1,19
24,3.625,45.39,0.25,4539.0,1,18
25,3.6179776,43.85,0.37,4385.0,1,17
26,3.6551723,42.455,0.39,4245.5,1,16
27,3.678161,41.14,0.445,4114.0,1,15
28,3.6551723,39.95,0.44,3995.0,1,14
29,3.6744187,38.82,0.45,3882.0,1,13
30,3.6705883,37.7,0.465,3770.0,1,12
31,3.639535,36.495,0.425,3649.5,1,11
32,3.6091955,35.21,0.43,3521.0,1,10
33,3.659091,33.87,0.405,3387.0,1,9
34,3.6976745,32.435,0.38,3243.5,1,8
35,3.6744187,30.985,0.45,3098.5,1,7
36,3.6404495,29.72,0.425,2972.0,1,6
37,3.6666667,28.4,0.45,2840.0,1,5
38,3.6352942,27.3,0.48,2730.0,1,4
39,3.6162791,26.275,0.525,2627.5,1,3
40,3.642857,25.35,0.53,2535.0,1,2
41,3.6067417,24.295,0.58,2429.5,1,1
42,3.639535,23.39,0.6,2339.0,1,0
