t,feature_0,feature_1,feature_2,feature_3,event_indicator,time_to_event
0,3.6136363,100.0,0.0,10000.0,1,44
1,3.6309524,97.5,0.0,9750.0,1,43
2,3.6292136,95.0,0.0,9500.0,1,42
3,3.639535,92.5,0.0,9250.0,1,41
4,3.6470587,90.0,0.0,9000.0,1,40
5,3.6153846,87.5,0.0,8750.0,1,39
6,3.6043956,85.0,0.0,8500.0,1,38
7,3.5955057,82.5,0.0,8250.0,1,37
8,3.5730338,80.0,0.0,8000.0,1,36
9,3.6117647,77.5,0.0,7750.0,1,35
10,3.6046512,75.0,0.0,7500.0,1,34
11,3.626506,72.5,0.0,7250.0,1,33
12,3.6744187,70.0,0.0,7000.0,1,32
13,3.6506023,67.58,0.025,6758.0,1,31
14,3.6136363,65.105,0.01,6510.5,1,30
15,3.6043956,62.68,0.03,6268.0,1,29
16,3.6206896,60.245,0.035,6024.5,1,28
17,3.6444445,57.795,0.025,5779.5,1,27
18,3.6511629,55.39,0.035,5539.0,1,26
19,3.6190476,53.175,0.12,5317.5,1,25
20,3.607143,51.105,0.13,5110.5,1,24
21,3.627907,49.115,0.18,4911.5,1,23
22,3.6352942,47.155,0.195,4715.5,1,22
23,3.6352942,45.115,0.165,4511.5,1,21
24,3.6352942,43.25,0.26,4325.0,1,20
25,3.625,41.465,0.245,4146.5,1,19
26,3.6666667,39.825,0.295,3982.5,1,18
27,3.639535,38.19,0.28,3819.0,1,17
28,3.6436782,36.45,0.26,3645.0,1,16
29,3.6206896,34.835,0.31,3483.5,1,15
30,3.6292136,33.04,0.26,3304.0,1,14
31,3.6436782,31.245,0.29,3124.5,1,13
32,3.6627908,29.8,0.365,2980.0,1,12
33,3.6904762,28.47,0.41,2847.0,1,11
34,3.6506023,27.16,0.42,2716.0,1,10
35,3.6436782,25.885,0.45,2588.5,1,9
36,3.6333334,24.67,0.445,2467.0,1,8
37,3.6022727,23.575,0.515,2357.5,1,7
38,3.6321838,22.48,0.51,2248.0,1,6
39,3.6436782,21.36,0.505,2136.0,1,5
40,3.6292136,20.26,0.505,2026.0,1,4
41,3.6741574,19.37,0.58,1937.0,1,3
42,3.6444445,18.365,0.535,1836.5,1,2
43,3.6321838,17.435,0.57,1743.5,1,1
44,3.607143,16.57,0.6,1657.0,1,0
