t,feature_0,feature_1,feature_2,feature_3,event_indicator,time_to_event
0,3.6413043,100.0,0.0,10000.0,1,46
1,3.6304348,97.5,0.0,9750.0,1,45
2,3.6,95.0,0.0,9500.0,1,44
3,3.5882354,92.5,0.0,9250.0,1,43
4,3.6111112,90.0,0.0,9000.0,1,42
5,3.588889,87.5,0.0,8750.0,1,41
6,3.5777779,85.0,0.0,8500.0,1,40
7,3.5842698,82.5,0.0,8250.0,1,39
8,3.6067417,80.0,0.0,8000.0,1,38
9,3.6022727,77.5,0.0,7750.0,1,37
10,3.5955057,75.0,0.0,7500.0,1,36
11,3.6136363,72.5,0.0,7250.0,1,35
12,3.6067417,70.0,0.0,7000.0,1,34
13,3.6483517,67.52,0.01,6752.0,1,33
14,3.6444445,65.045,0.01,6504.5,1,32
15,3.6144578,62.55,0.005,6255.0,1,31
16,3.625,60.09,0.025,6009.0,1,30
17,3.6629214,57.7,0.035,5770.0,1,29
18,3.6483517,55.355,0.07,5535.5,1,28
19,3.6385543,53.11,0.1,5311.0,1,27
20,3.6162791,50.985,0.14,5098.5,1,26
21,3.626506,48.92,0.15,4892.0,1,25
22,3.6352942,47.0,0.225,4700.0,1,24
23,3.6352942,45.07,0.195,4507.0,1,23
24,3.6179776,43.13,0.185,4313.0,1,22
25,3.6022727,41.24,0.26,4124.0,1,21
26,3.6222222,39.525,0.31,3952.5,1,20
27,3.6206896,37.875,0.295,3787.5,1,19
28,3.6043956,36.21,0.305,3621.0,1,18
29,3.597701,34.595,0.38,3459.5,1,17
30,3.6419754,33.41,0.43,3341.0,1,16
31,3.6341465,32.415,0.5,3241.5,1,15
32,3.686747,31.435,0.485,3143.5,1,14
33,3.6744187,30.345,0.51,3034.5,1,13
34,3.6744187,29.26,0.495,2926.0,1,12
35,3.6153846,28.055,0.46,2805.5,1,11
36,3.6022727,26.85,0.46,2685.0,1,10
37,3.6117647,25.655,0.45,2565.5,1,9
38,3.6162791,24.51,0.47,2451.0,1,8
39,3.6436782,23.295,0.465,2329.5,1,7
40,3.639535,22.2,0.5,2220.0,1,6
41,3.6046512,21.01,0.525,2101.0,1,5
42,3.6091955,19.95,0.51,1995.0,1,4
43,3.5930233,18.95,0.58,1895.0,1,3
44,3.6190476,17.97,0.555,1797.0,1,2
45,3.6341465,16.94,0.585,1694.0,1,1
46,3.617284,16.06,0.615,1606.0,1,0
