t,feature_0,feature_1,feature_2,feature_3,event_indicator,time_to_event
0,3.6162791,100.0,0.0,10000.0,1,40
1,3.607143,97.5,0.0,9750.0,1,39
2,3.6263735,95.0,0.0,9500.0,1,38
3,3.6292136,92.5,0.0,9250.0,1,37
4,3.6470587,90.0,0.0,9000.0,1,36
5,3.639535,87.5,0.0,8750.0,1,35
6,3.627907,85.0,0.0,8500.0,1,34
7,3.6470587,82.5,0.0,8250.0,1,33
8,3.6363637,80.0,0.0,8000.0,1,32
9,3.6794872,77.5,0.0,7750.0,1,31
10,3.6790123,75.0,0.0,7500.0,1,30
11,3.6588235,72.59,0.03,7259.0,1,29
12,3.6455696,70.21,0.065,7021.0,1,28
13,3.6436782,67.94,0.065,6794.0,1,27
14,3.590909,65.635,0.065,6563.5,1,26
15,3.6117647,63.365,0.065,6336.5,1,25
16,3.642857,60.995,0.04,6099.5,1,24
17,3.626506,58.725,0.11,5872.5,1,23
18,3.6309524,56.66,0.16,5666.0,1,22
19,3.627907,54.55,0.18,5455.0,1,21
20,3.626506,52.695,0.225,5269.5,1,20
21,3.6477273,50.94,0.265,5094.0,1,19
22,3.639535,49.24,0.26,4924.0,1,18
23,3.675,47.58,0.295,4758.0,1,17
24,3.6470587,45.875,0.275,4587.5,1,16
25,3.6436782,44.265,0.315,4426.5,1,15
26,3.654321,42.64,0.345,4264.0,1,14
27,3.6746988,41.235,0.375,4123.5,1,13
28,3.6463416,39.92,0.41,3992.0,1,12
29,3.654321,38.63,0.43,3863.0,1,11
30,3.6875,37.415,0.465,3741.5,1,10
31,3.621951,36.32,0.505,3632.0,1,9
32,3.627907,35.34,0.515,3534.0,1,8
33,3.6666667,34.295,0.515,3429.5,1,7
34,3.654321,33.27,0.5,3327.0,1,6
35,3.626506,32.28,0.535,3228.0,1,5
36,3.6235294,31.395,0.545,3139.5,1,4
37,3.617284,30.55,0.565,3055.0,1,3
38,3.6206896,29.67,0.57,2967.0,1,2
39,3.607595,28.795,0.56,2879.5,1,1
40,3.621951,28.095,0.61,2809.5,1,0
