t,feature_0,feature_1,feature_2,feature_3,event_indicator,time_to_event
0,3.5747128,100.0,0.0,10000.0,1,43
1,3.639535,97.5,0.0,9750.0,1,42
2,3.6470587,95.0,0.0,9500.0,1,41
3,3.5882354,92.5,0.0,9250.0,1,40
4,3.6117647,90.0,0.0,9000.0,1,39
5,3.6046512,87.5,0.0,8750.0,1,38
6,3.590909,85.0,0.0,8500.0,1,37
7,3.6049383,82.5,0.0,8250.0,1,36
8,3.6190476,80.0,0.0,8000.0,1,35
9,3.627907,77.5,0.0,7750.0,1,34
10,3.6263735,75.0,0.0,7500.0,1,33
11,3.597701,72.5,0.0,7250.0,1,32
12,3.6506023,70.0,0.0,7000.0,1,31
13,3.590909,67.5,0.0,6750.0,1,30
14,3.6046512,65.0,0.0,6500.0,1,29
15,3.6111112,62.59,0.03,6259.0,1,28
16,3.5813954,60.195,0.03,6019.5,1,27
17,3.607143,57.8,0.06,5780.0,1,26
18,3.5903614,55.485,0.075,5548.5,1,25
19,3.621951,53.33,0.13,5333.0,1,24
20,3.597561,51.2,0.135,5120.0,1,23
21,3.6022727,49.16,0.175,4916.0,1,22
22,3.5930233,47.24,0.19,4724.0,1,21
23,3.590909,45.16,0.15,4516.0,1,20
24,3.6091955,43.155,0.165,4315.5,1,19
25,3.6477273,41.39,0.275,4139.0,1,18
26,3.6333334,39.62,0.255,3962.0,1,17
27,3.6292136,37.835,0.25,3783.5,1,16
28,3.6404495,36.18,0.32,3618.0,1,15
29,3.607143,34.765,0.36,3476.5,1,14
30,3.6117647,33.165,0.33,3316.5,1,13
31,3.639535,31.725,0.4,3172.5,1,12
32,3.6296296,30.31,0.39,3031.0,1,11
33,3.607143,28.965,0.46,2896.5,1,10
34,3.5833333,27.735,0.485,2773.5,1,9
35,3.6024096,26.565,0.465,2656.5,1,8
36,3.5813954,25.325,0.44,2532.5,1,7
37,3.628205,24.19,0.495,2419.0,1,6
38,3.658228,23.07,0.49,2307.0,1,5
39,3.642857,22.045,0.53,2204.5,1,4
40,3.6666667,21.065,0.545,2106.5,1,3
41,3.6436782,20.06,0.555,2006.0,1,2
42,3.597826,19.025,0.545,1902.5,1,1
43,3.6363637,18.095,0.605,1809.5,1,0
