t,feature_0,feature_1,feature_2,feature_3,event_indicator,time_to_event
0,3.5747128,100.0,0.0,10000.0,1,41
1,3.5842698,97.5,0.0,9750.0,1,40
2,3.5730338,95.0,0.0,9500.0,1,39
3,3.5581396,92.5,0.0,9250.0,1,38
4,3.5555556,90.0,0.0,9000.0,1,37
5,3.5617979,87.5,0.0,8750.0,1,36
6,3.5697675,85.0,0.0,8500.0,1,35
7,3.5730338,82.5,0.0,8250.0,1,34
8,3.6136363,80.0,0.0,8000.0,1,33
9,3.5824175,77.5,0.0,7750.0,1,32
10,3.5568182,75.0,0.0,7500.0,1,31
11,3.5930233,72.5,0.0,7250.0,1,30
12,3.597701,70.095,0.03,7009.5,1,29
13,3.5882354,67.7,0.03,6770.0,1,28
14,3.5930233,65.285,0.025,6528.5,1,27
15,3.5731707,62.87,0.025,6287.0,1,26
16,3.6091955,60.37,0.0,6037.0,1,25
17,3.6321838,57.91,0.02,5791.0,1,24
18,3.6296296,55.515,0.055,5551.5,1,23
19,3.6627908,53.235,0.095,5323.5,1,22
20,3.6321838,51.05,0.12,5105.0,1,21
21,3.6404495,48.885,0.115,4888.5,1,20
22,3.6341465,46.875,0.195,4687.5,1,19
23,3.654321,44.905,0.175,4490.5,1,18
24,3.621951,42.915,0.19,4291.5,1,17
25,3.6352942,41.085,0.235,4108.5,1,16
26,3.6024096,39.075,0.18,3907.5,1,15
27,3.6352942,37.135,0.255,3713.5,1,14
28,3.642857,35.45,0.285,3545.0,1,13
29,3.639535,33.885,0.36,3388.5,1,12
30,3.6511629,32.47,0.385,3247.0,1,11
31,3.6162791,31.02,0.395,3102.0,1,10
32,3.586207,29.525,0.36,2952.5,1,9
33,3.6136363,28.04,0.39,2804.0,1,8
34,3.6086957,26.64,0.4,2664.0,1,7
35,3.6153846,25.12,0.44,2512.0,1,6
36,3.6321838,23.935,0.49,2393.5,1,5
37,3.6153846,22.62,0.46,2262.0,1,4
38,3.590909,21.45,0.475,2145.0,1,3
39,3.6511629,20.325,0.5,2032.5,1,2
40,3.6511629,19.49,0.59,1949.0,1,1
41,3.686747,18.7,0.6,1870.0,1,0
