t,feature_0,feature_1,feature_2,feature_3,event_indicator,time_to_event
0,3.6022727,100.0,0.0,10000.0,1,44
1,3.590909,97.5,0.0,9750.0,1,43
2,3.6022727,95.0,0.0,9500.0,1,42
3,3.6385543,92.5,0.0,9250.0,1,41
4,3.6235294,90.0,0.0,9000.0,1,40
5,3.6585367,87.5,0.0,8750.0,1,39
6,3.6436782,85.0,0.0,8500.0,1,38
7,3.6436782,82.5,0.0,8250.0,1,37
8,3.6162791,80.0,0.0,8000.0,1,36
9,3.6321838,77.5,0.0,7750.0,1,35
10,3.6067417,75.005,0.035,7500.5,1,34
11,3.6162791,72.65,0.04,7265.0,1,33
12,3.586207,70.275,0.035,7027.5,1,32
13,3.586207,67.86,0.025,6786.0,1,31
14,3.5930233,65.39,0.025,6539.0,1,30
15,3.5882354,62.97,0.035,6297.0,1,29
16,3.6162791,60.565,0.035,6056.5,1,28
17,3.6067417,58.16,0.04,5816.0,1,27
18,3.6413043,55.805,0.08,5580.5,1,26
19,3.6,53.75,0.16,5375.0,1,25
20,3.6091955,51.81,0.19,5181.0,1,24
21,3.6222222,49.86,0.185,4986.0,1,23
22,3.6235294,47.855,0.19,4785.5,1,22
23,3.65,46.095,0.255,4609.5,1,21
24,3.686747,44.335,0.24,4433.5,1,20
25,3.6666667,42.725,0.285,4272.5,1,19
26,3.6419754,41.21,0.32,4121.0,1,18
27,3.6626506,39.81,0.36,3981.0,1,17
28,3.6516855,38.215,0.305,3821.5,1,16
29,3.6588235,36.605,0.325,3660.5,1,15
30,3.6588235,35.05,0.365,3505.0,1,14
31,3.6785715,33.835,0.445,3383.5,1,13
32,3.6117647,32.765,0.465,3276.5,1,12
33,3.6329114,31.615,0.435,3161.5,1,11
34,3.626506,30.465,0.435,3046.5,1,10
35,3.6136363,29.295,0.47,2929.5,1,9
36,3.597701,28.16,0.495,2816.0,1,8
37,3.6024096,27.145,0.52,2714.5,1,7
38,3.6162791,26.02,0.51,2602.0,1,6
39,3.625,24.84,0.495,2484.0,1,5
40,3.6470587,23.815,0.56,2381.5,1,4
41,3.6091955,22.84,0.53,2284.0,1,3
42,3.6046512,21.835,0.545,2183.5,1,2
43,3.5813954,20.87,0.565,2087.0,1,1
44,3.6022727,20.16,0.64,2016.0,1,0
