t,feature_0,feature_1,feature_2,feature_3,event_indicator,time_to_event
0,3.6206896,100.0,0.0,10000.0,1,45
1,3.627907,97.5,0.0,9750.0,1,44
2,3.597561,95.0,0.0,9500.0,1,43
3,3.6222222,92.5,0.0,9250.0,1,42
4,3.6067417,90.0,0.0,9000.0,1,41
5,3.627907,87.5,0.0,8750.0,1,40
6,3.6309524,85.0,0.0,8500.0,1,39
7,3.6,82.5,0.0,8250.0,1,38
8,3.627907,80.0,0.0,8000.0,1,37
9,3.625,77.5,0.0,7750.0,1,36
10,3.6551723,75.0,0.0,7500.0,1,35
11,3.5952382,72.5,0.0,7250.0,1,34
12,3.6117647,70.0,0.0,7000.0,1,33
13,3.5903614,67.58,0.03,6758.0,1,32
14,3.5903614,65.15,0.045,6515.0,1,31
15,3.6296296,62.76,0.035,6276.0,1,30
16,3.6022727,60.365,0.045,6036.5,1,29
17,3.6413043,58.08,0.12,5808.0,1,28
18,3.6413043,55.895,0.105,5589.5,1,27
19,3.6153846,53.67,0.095,5367.0,1,26
20,3.6321838,51.485,0.105,5148.5,1,25
21,3.6111112,49.3,0.115,4930.0,1,24
22,3.6222222,47.095,0.135,4709.5,1,23
23,3.625,45.145,0.195,4514.5,1,22
24,3.6309524,43.13,0.18,4313.0,1,21
25,3.6344087,41.205,0.225,4120.5,1,20
26,3.6321838,39.405,0.285,3940.5,1,19
27,3.6235294,37.75,0.335,3775.0,1,18
28,3.627907,36.18,0.34,3618.0,1,17
29,3.6309524,34.68,0.34,3468.0,1,16
30,3.625,33.205,0.335,3320.5,1,15
31,3.609756,31.78,0.34,3178.0,1,14
32,3.6206896,30.355,0.375,3035.5,1,13
33,3.5955057,28.82,0.335,2882.0,1,12
34,3.6263735,27.21,0.345,2721.0,1,11
35,3.6136363,25.79,0.435,2579.0,1,10
36,3.590909,24.335,0.385,2433.5,1,9
37,3.5934067,23.065,0.46,2306.5,1,8
38,3.6136363,21.775,0.46,2177.5,1,7
39,3.6,20.59,0.505,2059.0,1,6
40,3.586207,19.54,0.51,1954.0,1,5
41,3.6373627,18.435,0.555,1843.5,1,4
42,3.6547618,17.42,0.53,1742.0,1,3
43,3.627907,16.385,0.545,1638.5,1,2
44,3.6506023,15.47,0.58,1547.0,1,1
45,3.6296296,14.645,0.6,1464.5,1,0
