t,feature_0,feature_1,feature_2,feature_3,event_indicator,time_to_event
0,3.6067417,100.0,0.0,10000.0,1,42
1,3.5833333,97.5,0.0,9750.0,1,41
2,3.6136363,95.0,0.0,9500.0,1,40
3,3.6162791,92.5,0.0,9250.0,1,39
4,3.6292136,90.0,0.0,9000.0,1,38
5,3.6333334,87.5,0.0,8750.0,1,37
6,3.6206896,85.0,0.0,8500.0,1,36
7,3.6333334,82.5,0.0,8250.0,1,35
8,3.6363637,80.0,0.0,8000.0,1,34
9,3.6404495,77.5,0.0,7750.0,1,33
10,3.5955057,75.0,0.0,7500.0,1,32
11,3.5955057,72.5,0.0,7250.0,1,31
12,3.6153846,70.0,0.0,7000.0,1,30
13,3.6136363,67.5,0.0,6750.0,1,29
14,3.6111112,65.0,0.0,6500.0,1,28
15,3.6,62.54,0.03,6254.0,1,27
16,3.6043956,60.19,0.045,6019.0,1,26
17,3.6236558,57.78,0.03,5778.0,1,25
18,3.6117647,55.41,0.04,5541.0,1,24
19,3.6153846,52.98,0.05,5298.0,1,23
20,3.6333334,50.62,0.05,5062.0,1,22
21,3.6551723,48.275,0.055,4827.5,1,21
22,3.6588235,46.015,0.105,4601.5,1,20
23,3.6506023,43.84,0.115,4384.0,1,19
24,3.654321,41.795,0.15,4179.5,1,18
25,3.6190476,40.015,0.25,4001.5,1,17
26,3.639535,38.015,0.215,3801.5,1,16
27,3.6,36.14,0.23,3614.0,1,15
28,3.5930233,34.54,0.34,3454.0,1,14
29,3.6179776,33.09,0.395,3309.0,1,13
30,3.6436782,31.56,0.35,3156.0,1,12
31,3.6363637,30.125,0.43,3012.5,1,11
32,3.6516855,28.905,0.445,2890.5,1,10
33,3.6511629,27.67,0.425,2767.0,1,9
34,3.6555555,26.33,0.445,2633.0,1,8
35,3.6162791,25.37,0.545,2537.0,1,7
36,3.625,24.505,0.585,2450.5,1,6
37,3.639535,23.62,0.555,2362.0,1,5
38,3.6463416,22.745,0.565,2274.5,1,4
39,3.6511629,21.845,0.565,2184.5,1,3
40,3.6629214,20.87,0.545,2087.0,1,2
41,3.678161,19.96,0.565,1996.0,1,1
42,3.6363637,19.095,0.63,1909.5,1,0
