t,feature_0,feature_1,feature_2,feature_3,feature_4,event_indicator,time_to_event,run_id,split,seed
14,0.35,0.006,0.644,25.304,1.0,1,3,sir_graph_seed_26,train,26
15,0.462,0.012,0.526,25.304,1.0,1,2,sir_graph_seed_26,train,26
16,0.564,0.02,0.416,25.304,1.0,1,1,sir_graph_seed_26,train,26
17,0.664,0.024,0.312,25.304,1.0,1,0,sir_graph_seed_26,train,26
0,0.004,0.0,0.996,25.228,2.0,1,14,sir_graph_seed_27,train,27
1,0.01,0.0,0.99,25.228,2.0,1,13,sir_graph_seed_27,train,27
2,0.018,0.0,0.982,25.228,1.0,1,12,sir_graph_seed_27,train,27
3,0.024,0.0,0.976,25.228,1.0,1,11,sir_graph_seed_27,train,27
4,0.032,0.0,0.968,25.228,1.0,1,10,sir_graph_seed_27,train,27
5,0.042,0.0,0.958,25.228,1.0,1,9,sir_graph_seed_27,train,27
6,0.056,0.0,0.944,25.228,1.0,1,8,sir_graph_seed_27,train,27
7,0.084,0.0,0.916,25.228,1.0,1,7,sir_graph_seed_27,train,27
8,0.122,0.002,0.876,25.228,1.0,1,6,sir_graph_seed_27,train,27
9,0.17,0.002,0.828,25.228,1.0,1,5,sir_graph_seed_27,train,27
10,0.25,0.004,0.746,25.228,1.0,1,4,sir_graph_seed_27,train,27
11,0.36,0.01,0.63,25.228,1.0,1,3,sir_graph_seed_27,train,27
12,0.456,0.012,0.532,25.228,1.0,1,2,sir_graph_seed_27,train,27
13,0.56,0.014,0.426,25.228,1.0,1,1,sir_graph_seed_27,train,27
14,0.662,0.022,0.316,25.228,1.0,1,0,sir_graph_seed_27,train,27
0,0.004,0.0,0.996,25.428,2.0,1,17,sir_graph_seed_28,train,28
1,0.006,0.0,0.994,25.428,2.0,1,16,sir_graph_seed_28,train,28
2,0.006,0.0,0.994,25.428,2.0,1,15,sir_graph_seed_28,train,28
3,0.012,0.0,0.988,25.428,2.0,1,14,sir_graph_seed_28,train,28
4,0.018,0.0,0.982,25.428,1.0,1,13,sir_graph_seed_28,train,28
5,0.02,0.002,0.978,25.428,2.0,1,12,sir_graph_seed_28,train,28
6,0.03,0.002,0.968,25.428,2.0,1,11,sir_graph_seed_28,train,28
7,0.036,0.002,0.962,25.428,2.0,1,10,sir_graph_seed_28,train,28
8,0.06,0.002,0.938,25.428,1.0,1,9,sir_graph_seed_28,train,28
9,0.082,0.004,0.914,25.428,1.0,1,8,sir_graph_seed_28,train,28
10,0.112,0.004,0.884,25.428,1.0,1,7,sir_graph_seed_28,train,28
11,0.162,0.004,0.834,25.428,1.0,1,6,sir_graph_seed_28,train,28
12,0.212,0.01,0.778,25.428,1.0,1,5,sir_graph_seed_28,train,28
13,0.292,0.012,0.696,25.428,1.0,1,4,sir_graph_seed_28,train,28
14,0.364,0.018,0.618,25.428,1.0,1,3,sir_graph_seed_28,train,28
15,0.476,0.026,0.498,25.428,1.0,1,2,sir_graph_seed_28,train,28
16,0.586,0.034,0.38,25.428,1.0,1,1,sir_graph_seed_28,train,28
17,0.67,0.04,0.29,25.428,1.0,1,0,sir_graph_seed_28,train,28
0,0.004,0.0,0.996,24.812,2.0,1,19,sir_graph_seed_29,train,29
1,0.004,0.0,0.996,24.812,2.0,1,18,sir_graph_seed_29,train,29
2,0.004,0.0,0.996,24.812,2.0,1,17,sir_graph_seed_29,train,29
3,0.004,0.0,0.996,24.812,2.0,1,16,sir_graph_seed_29,train,29
4,0.008,0.0,0.992,24.812,2.0,1,15,sir_graph_seed_29,train,29
5,0.012,0.0,0.988,24.812,2.0,1,14,sir_graph_seed_29,train,29
6,0.012,0.0,0.988,24.812,2.0,1,13,sir_graph_seed_29,train,29
7,0.016,0.0,0.984,24.812,2.0,1,12,sir_graph_seed_29,train,29
8,0.022,0.0,0.978,24.812,2.0,1,11,sir_graph_seed_29,train,29
9,0.026,0.0,0.974,24.812,2.0,1,10,sir_graph_seed_29,train,29
10,0.038,0.0,0.962,24.812,2.0,1,9,sir_graph_seed_29,train,29
11,0.058,0.0,0.942,24.812,2.0,1,8,sir_graph_seed_29,train,29
12,0.084,0.002,0.914,24.812,1.0,1,7,sir_graph_seed_29,train,29
13,0.13,0.004,0.866,24.812,2.0,1,6,sir_graph_seed_29,train,29
14,0.198,0.004,0.798,24.812,1.0,1,5,sir_graph_seed_29,train,29
15,0.258,0.006,0.736,24.812,1.0,1,4,sir_graph_seed_29,train,29
16,0.326,0.01,0.664,24.812,1.0,1,3,sir_graph_seed_29,train,29
17,0.428,0.012,0.56,24.812,1.0,1,2,sir_graph_seed_29,train,29
18,0.534,0.014,0.452,24.812,1.0,1,1,sir_graph_seed_29,train,29
19,0.634,0.026,0.34,24.812,1.0,1,0,sir_graph_seed_29,train,29
0,0.004,0.0,0.996,24.94,2.0,1,14,sir_graph_seed_3,train,3
1,0.006,0.0,0.994,24.94,2.0,1,13,sir_graph_seed_3,train,3
2,0.008,0.0,0.992,24.94,2.0,1,12,sir_graph_seed_3,train,3
3,0.014,0.0,0.986,24.94,2.0,1,11,sir_graph_seed_3,train,3
4,0.022,0.0,0.978,24.94,1.0,1,10,sir_graph_seed_3,train,3
5,0.036,0.0,0.964,24.94,1.0,1,9,sir_graph_seed_3,train,3
6,0.048,0.0,0.952,24.94,1.0,1,8,sir_graph_seed_3,train,3
7,0.086,0.0,0.914,24.94,1.0,1,7,sir_graph_seed_3,train,3
8,0.118,0.002,0.88,24.94,1.0,1,6,sir_graph_seed_3,train,3
9,0.17,0.006,0.824,24.94,1.0,1,5,sir_graph_seed_3,train,3
10,0.266,0.01,0.724,24.94,1.0,1,4,sir_graph_seed_3,train,3
11,0.348,0.01,0.642,24.94,1.0,1,3,sir_graph_seed_3,train,3
12,0.442,0.012,0.546,24.94,1.0,1,2,sir_graph_seed_3,train,3
13,0.524,0.02,0.456,24.94,1.0,1,1,sir_graph_seed_3,train,3
14,0.63,0.028,0.342,24.94,1.0,1,0,sir_graph_seed_3,train,3
0,0.004,0.0,0.996,25.592,2.0,1,17,sir_graph_seed_30,train,30
1,0.004,0.0,0.996,25.592,2.0,1,16,sir_graph_seed_30,train,30
2,0.004,0.0,0.996,25.592,2.0,1,15,sir_graph_seed_30,train,30
3,0.008,0.0,0.992,25.592,2.0,1,14,sir_graph_seed_30,train,30
4,0.014,0.0,0.986,25.592,2.0,1,13,sir_graph_seed_30,train,30
5,0.022,0.0,0.978,25.592,1.0,1,12,sir_graph_seed_30,train,30
6,0.026,0.0,0.974,25.592,1.0,1,11,sir_graph_seed_30,train,30
7,0.04,0.0,0.96,25.592,1.0,1,10,sir_graph_seed_30,train,30
8,0.056,0.0,0.944,25.592,1.0,1,9,sir_graph_seed_30,train,30
9,0.082,0.0,0.918,25.592,1.0,1,8,sir_graph_seed_30,train,30
10,0.122,0.0,0.878,25.592,1.0,1,7,sir_graph_seed_30,train,30
11,0.17,0.0,0.83,25.592,1.0,1,6,sir_graph_seed_30,train,30
12,0.238,0.002,0.76,25.592,1.0,1,5,sir_graph_seed_30,train,30
13,0.3,0.004,0.696,25.592,1.0,1,4,sir_graph_seed_30,train,30
14,0.386,0.008,0.606,25.592,1.0,1,3,sir_graph_seed_30,train,30
15,0.47,0.018,0.512,25.592,1.0,1,2,sir_graph_seed_30,train,30
16,0.566,0.026,0.408,25.592,1.0,1,1,sir_graph_seed_30,train,30
17,0.642,0.034,0.324,25.592,1.0,1,0,sir_graph_seed_30,train,30
0,0.004,0.0,0.996,25.284,2.0,1,14,sir_graph_seed_31,train,31
1,0.006,0.0,0.994,25.284,2.0,1,13,sir_graph_seed_31,train,31
2,0.012,0.0,0.988,25.284,1.0,1,12,sir_graph_seed_31,train,31
3,0.018,0.0,0.982,25.284,1.0,1,11,sir_graph_seed_31,train,31
4,0.03,0.002,0.968,25.284,2.0,1,10,sir_graph_seed_31,train,31
5,0.046,0.002,0.952,25.284,1.0,1,9,sir_graph_seed_31,train,31
6,0.056,0.004,0.94,25.284,1.0,1,8,sir_graph_seed_31,train,31
7,0.092,0.004,0.904,25.284,1.0,1,7,sir_graph_seed_31,train,31
8,0.136,0.004,0.86,25.284,1.0,1,6,sir_graph_seed_31,train,31
9,0.206,0.008,0.786,25.284,1.0,1,5,sir_graph_seed_31,train,31
10,0.278,0.012,0.71,25.284,1.0,1,4,sir_graph_seed_31,train,31
11,0.364,0.012,0.624,25.284,1.0,1,3,sir_graph_seed_31,train,31
12,0.448,0.016,0.536,25.284,1.0,1,2,sir_graph_seed_31,train,31
13,0.542,0.02,0.438,25.284,1.0,1,1,sir_graph_seed_31,train,31
14,0.64,0.026,0.334,25.284,1.0,1,0,sir_graph_seed_31,train,31
0,0.004,0.0,0.996,25.208,2.0,1,16,sir_graph_seed_32,train,32
1,0.006,0.0,0.994,25.208,2.0,1,15,sir_graph_seed_32,train,32
2,0.008,0.0,0.992,25.208,2.0,1,14,sir_graph_seed_32,train,32
3,0.008,0.0,0.992,25.208,2.0,1,13,sir_graph_seed_32,train,32
4,0.014,0.0,0.986,25.208,2.0,1,12,sir_graph_seed_32,train,32
5,0.018,0.0,0.982,25.208,2.0,1,11,sir_graph_seed_32,train,32
6,0.032,0.0,0.968,25.208,1.0,1,10,sir_graph_seed_32,train,32
7,0.044,0.0,0.956,25.208,1.0,1,9,sir_graph_seed_32,train,32
8,0.066,0.0,0.934,25.208,1.0,1,8,sir_graph_seed_32,train,32
9,0.098,0.0,0.902,25.208,1.0,1,7,sir_graph_seed_32,train,32
10,0.148,0.0,0.852,25.208,1.0,1,6,sir_graph_seed_32,train,32
11,0.182,0.0,0.818,25.208,1.0,1,5,sir_graph_seed_32,train,32
12,0.24,0.0,0.76,25.208,1.0,1,4,sir_graph_seed_32,train,32
13,0.338,0.002,0.66,25.208,1.0,1,3,sir_graph_seed_32,train,32
14,0.432,0.008,0.56,25.208,1.0,1,2,sir_graph_seed_32,train,32
15,0.544,0.01,0.446,25.208,1.0,1,1,sir_graph_seed_32,train,32
16,0.628,0.024,0.348,25.208,1.0,1,0,sir_graph_seed_32,train,32
0,0.004,0.0,0.996,25.412,2.0,1,14,sir_graph_seed_33,train,33
1,0.006,0.0,0.994,25.412,2.0,1,13,sir_graph_seed_33,train,33
2,0.012,0.0,0.988,25.412,1.0,1,12,sir_graph_seed_33,train,33
3,0.018,0.0,0.982,25.412,1.0,1,11,sir_graph_seed_33,train,33
4,0.026,0.0,0.974,25.412,1.0,1,10,sir_graph_seed_33,train,33
5,0.042,0.0,0.958,25.412,1.0,1,9,sir_graph_seed_33,train,33
6,0.064,0.002,0.934,25.412,1.0,1,8,sir_graph_seed_33,train,33
7,0.09,0.004,0.906,25.412,1.0,1,7,sir_graph_seed_33,train,33
8,0.136,0.004,0.86,25.412,1.0,1,6,sir_graph_seed_33,train,33
9,0.188,0.004,0.808,25.412,1.0,1,5,sir_graph_seed_33,train,33
10,0.258,0.004,0.738,25.412,1.0,1,4,sir_graph_seed_33,train,33
11,0.334,0.006,0.66,25.412,1.0,1,3,sir_graph_seed_33,train,33
12,0.458,0.006,0.536,25.412,1.0,1,2,sir_graph_seed_33,train,33
13,0.542,0.01,0.448,25.412,1.0,1,1,sir_graph_seed_33,train,33
14,0.626,0.018,0.356,25.412,1.0,1,0,sir_graph_seed_33,train,33
0,0.004,0.0,0.996,24.76,2.0,1,13,sir_graph_seed_34,train,34
1,0.01,0.0,0.99,24.76,2.0,1,12,sir_graph_seed_34,train,34
2,0.018,0.0,0.982,24.76,2.0,1,11,sir_graph_seed_34,train,34
3,0.028,0.0,0.972,24.76,2.0,1,10,sir_graph_seed_34,train,34
4,0.042,0.0,0.958,24.76,1.0,1,9,sir_graph_seed_34,train,34
5,0.052,0.002,0.946,24.76,1.0,1,8,sir_graph_seed_34,train,34
6,0.078,0.002,0.92,24.76,1.0,1,7,sir_graph_seed_34,train,34
7,0.114,0.004,0.882,24.76,1.0,1,6,sir_graph_seed_34,train,34
8,0.19,0.004,0.806,24.76,1.0,1,5,sir_graph_seed_34,train,34
9,0.258,0.008,0.734,24.76,1.0,1,4,sir_graph_seed_34,train,34
10,0.332,0.008,0.66,24.76,1.0,1,3,sir_graph_seed_34,train,34
11,0.41,0.012,0.578,24.76,1.0,1,2,sir_graph_seed_34,train,34
12,0.52,0.016,0.464,24.76,1.0,1,1,sir_graph_seed_34,train,34
13,0.606,0.02,0.374,24.76,1.0,1,0,sir_graph_seed_34,train,34
0,0.004,0.0,0.996,25.252,2.0,1,14,sir_graph_seed_35,train,35
1,0.008,0.0,0.992,25.252,2.0,1,13,sir_graph_seed_35,train,35
2,0.008,0.0,0.992,25.252,2.0,1,12,sir_graph_seed_35,train,35
3,0.016,0.0,0.984,25.252,2.0,1,11,sir_graph_seed_35,train,35
4,0.024,0.0,0.976,25.252,2.0,1,10,sir_graph_seed_35,train,35
5,0.042,0.0,0.958,25.252,1.0,1,9,sir_graph_seed_35,train,35
6,0.062,0.0,0.938,25.252,1.0,1,8,sir_graph_seed_35,train,35
7,0.086,0.002,0.912,25.252,1.0,1,7,sir_graph_seed_35,train,35
8,0.126,0.004,0.87,25.252,1.0,1,6,sir_graph_seed_35,train,35
9,0.18,0.006,0.814,25.252,1.0,1,5,sir_graph_seed_35,train,35
10,0.274,0.006,0.72,25.252,1.0,1,4,sir_graph_seed_35,train,35
11,0.336,0.008,0.656,25.252,1.0,1,3,sir_graph_seed_35,train,35
12,0.438,0.008,0.554,25.252,1.0,1,2,sir_graph_seed_35,train,35
13,0.56,0.008,0.432,25.252,1.0,1,1,sir_graph_seed_35,train,35
14,0.67,0.014,0.316,25.252,1.0,1,0,sir_graph_seed_35,train,35
0,0.004,0.0,0.996,25.06,2.0,1,16,sir_graph_seed_36,train,36
1,0.004,0.0,0.996,25.06,2.0,1,15,sir_graph_seed_36,train,36
2,0.008,0.0,0.992,25.06,1.0,1,14,sir_graph_seed_36,train,36
3,0.014,0.0,0.986,25.06,1.0,1,13,sir_graph_seed_36,train,36
4,0.02,0.002,0.978,25.06,3.0,1,12,sir_graph_seed_36,train,36
5,0.028,0.002,0.97,25.06,3.0,1,11,sir_graph_seed_36,train,36
6,0.044,0.002,0.954,25.06,2.0,1,10,sir_graph_seed_36,train,36
7,0.06,0.004,0.936,25.06,2.0,1,9,sir_graph_seed_36,train,36
8,0.078,0.004,0.918,25.06,1.0,1,8,sir_graph_seed_36,train,36
9,0.11,0.004,0.886,25.06,1.0,1,7,sir_graph_seed_36,train,36
10,0.168,0.006,0.826,25.06,1.0,1,6,sir_graph_seed_36,train,36
11,0.214,0.01,0.776,25.06,1.0,1,5,sir_graph_seed_36,train,36
12,0.28,0.012,0.708,25.06,1.0,1,4,sir_graph_seed_36,train,36
13,0.372,0.014,0.614,25.06,1.0,1,3,sir_graph_seed_36,train,36
14,0.468,0.02,0.512,25.06,1.0,1,2,sir_graph_seed_36,train,36
15,0.552,0.024,0.424,25.06,1.0,1,1,sir_graph_seed_36,train,36
16,0.642,0.028,0.33,25.06,1.0,1,0,sir_graph_seed_36,train,36
0,0.004,0.0,0.996,24.532,2.0,1,16,sir_graph_seed_37,train,37
1,0.008,0.0,0.992,24.532,2.0,1,15,sir_graph_seed_37,train,37
2,0.008,0.0,0.992,24.532,2.0,1,14,sir_graph_seed_37,train,37
3,0.012,0.0,0.988,24.532,2.0,1,13,sir_graph_seed_37,train,37
4,0.016,0.0,0.984,24.532,2.0,1,12,sir_graph_seed_37,train,37
5,0.028,0.0,0.972,24.532,1.0,1,11,sir_graph_seed_37,train,37
6,0.042,0.0,0.958,24.532,1.0,1,10,sir_graph_seed_37,train,37
7,0.06,0.0,0.94,24.532,1.0,1,9,sir_graph_seed_37,train,37
8,0.08,0.0,0.92,24.532,1.0,1,8,sir_graph_seed_37,train,37
9,0.114,0.0,0.886,24.532,1.0,1,7,sir_graph_seed_37,train,37
10,0.162,0.0,0.838,24.532,1.0,1,6,sir_graph_seed_37,train,37
11,0.198,0.002,0.8,24.532,1.0,1,5,sir_graph_seed_37,train,37
12,0.254,0.002,0.744,24.532,1.0,1,4,sir_graph_seed_37,train,37
13,0.326,0.006,0.668,24.532,1.0,1,3,sir_graph_seed_37,train,37
14,0.408,0.01,0.582,24.532,1.0,1,2,sir_graph_seed_37,train,37
15,0.504,0.012,0.484,24.532,1.0,1,1,sir_graph_seed_37,train,37
16,0.614,0.014,0.372,24.532,1.0,1,0,sir_graph_seed_37,train,37
0,0.004,0.0,0.996,25.168,2.0,1,16,sir_graph_seed_38,train,38
1,0.004,0.0,0.996,25.168,2.0,1,15,sir_graph_seed_38,train,38
2,0.008,0.0,0.992,25.168,1.0,1,14,sir_graph_seed_38,train,38
3,0.014,0.0,0.986,25.168,1.0,1,13,sir_graph_seed_38,train,38
4,0.022,0.0,0.978,25.168,1.0,1,12,sir_graph_seed_38,train,38
5,0.022,0.0,0.978,25.168,1.0,1,11,sir_graph_seed_38,train,38
6,0.034,0.0,0.966,25.168,1.0,1,10,sir_graph_seed_38,train,38
7,0.046,0.0,0.954,25.168,1.0,1,9,sir_graph_seed_38,train,38
8,0.066,0.0,0.934,25.168,1.0,1,8,sir_graph_seed_38,train,38
9,0.106,0.0,0.894,25.168,1.0,1,7,sir_graph_seed_38,train,38
10,0.144,0.002,0.854,25.168,1.0,1,6,sir_graph_seed_38,train,38
11,0.182,0.002,0.816,25.168,1.0,1,5,sir_graph_seed_38,train,38
12,0.254,0.004,0.742,25.168,1.0,1,4,sir_graph_seed_38,train,38
13,0.324,0.008,0.668,25.168,1.0,1,3,sir_graph_seed_38,train,38
14,0.414,0.012,0.574,25.168,1.0,1,2,sir_graph_seed_38,train,38
15,0.514,0.016,0.47,25.168,1.0,1,1,sir_graph_seed_38,train,38
16,0.604,0.016,0.38,25.168,1.0,1,0,sir_graph_seed_38,train,38
0,0.004,0.0,0.996,25.548,2.0,1,15,sir_graph_seed_39,train,39
1,0.004,0.0,0.996,25.548,2.0,1,14,sir_graph_seed_39,train,39
2,0.006,0.0,0.994,25.548,2.0,1,13,sir_graph_seed_39,train,39
3,0.008,0.0,0.992,25.548,2.0,1,12,sir_graph_seed_39,train,39
4,0.014,0.0,0.986,25.548,1.0,1,11,sir_graph_seed_39,train,39
5,0.02,0.0,0.98,25.548,1.0,1,10,sir_graph_seed_39,train,39
6,0.03,0.0,0.97,25.548,1.0,1,9,sir_graph_seed_39,train,39
7,0.04,0.0,0.96,25.548,1.0,1,8,sir_graph_seed_39,train,39
8,0.068,0.0,0.932,25.548,1.0,1,7,sir_graph_seed_39,train,39
9,0.098,0.0,0.902,25.548,1.0,1,6,sir_graph_seed_39,train,39
10,0.158,0.002,0.84,25.548,1.0,1,5,sir_graph_seed_39,train,39
11,0.202,0.006,0.792,25.548,1.0,1,4,sir_graph_seed_39,train,39
12,0.296,0.012,0.692,25.548,1.0,1,3,sir_graph_seed_39,train,39
13,0.398,0.016,0.586,25.548,1.0,1,2,sir_graph_seed_39,train,39
14,0.508,0.02,0.472,25.548,1.0,1,1,sir_graph_seed_39,train,39
15,0.614,0.026,0.36,25.548,1.0,1,0,sir_graph_seed_39,train,39
0,0.004,0.0,0.996,25.052,2.0,1,17,sir_graph_seed_4,train,4
1,0.004,0.0,0.996,25.052,2.0,1,16,sir_graph_seed_4,train,4
2,0.004,0.0,0.996,25.052,2.0,1,15,sir_graph_seed_4,train,4
3,0.006,0.0,0.994,25.052,2.0,1,14,sir_graph_seed_4,train,4
4,0.01,0.0,0.99,25.052,2.0,1,13,sir_graph_seed_4,train,4
5,0.012,0.0,0.988,25.052,2.0,1,12,sir_graph_seed_4,train,4
6,0.02,0.0,0.98,25.052,2.0,1,11,sir_graph_seed_4,train,4
7,0.03,0.0,0.97,25.052,2.0,1,10,sir_graph_seed_4,train,4
8,0.046,0.0,0.954,25.052,1.0,1,9,sir_graph_seed_4,train,4
9,0.078,0.0,0.922,25.052,1.0,1,8,sir_graph_seed_4,train,4
10,0.108,0.002,0.89,25.052,1.0,1,7,sir_graph_seed_4,train,4
11,0.138,0.002,0.86,25.052,1.0,1,6,sir_graph_seed_4,train,4
12,0.206,0.004,0.79,25.052,1.0,1,5,sir_graph_seed_4,train,4
13,0.29,0.004,0.706,25.052,1.0,1,4,sir_graph_seed_4,train,4
14,0.382,0.006,0.612,25.052,1.0,1,3,sir_graph_seed_4,train,4
15,0.476,0.02,0.504,25.052,1.0,1,2,sir_graph_seed_4,train,4
16,0.57,0.02,0.41,25.052,1.0,1,1,sir_graph_seed_4,train,4
17,0.652,0.02,0.328,25.052,1.0,1,0,sir_graph_seed_4,train,4
0,0.004,0.0,0.996,24.936,2.0,1,17,sir_graph_seed_40,train,40
1,0.004,0.0,0.996,24.936,2.0,1,16,sir_graph_seed_40,train,40
2,0.004,0.0,0.996,24.936,2.0,1,15,sir_graph_seed_40,train,40
3,0.004,0.0,0.996,24.936,2.0,1,14,sir_graph_seed_40,train,40
4,0.004,0.0,0.996,24.936,2.0,1,13,sir_graph_seed_40,train,40
5,0.008,0.0,0.992,24.936,2.0,1,12,sir_graph_seed_40,train,40
6,0.012,0.0,0.988,24.936,1.0,1,11,sir_graph_seed_40,train,40
7,0.016,0.0,0.984,24.936,1.0,1,10,sir_graph_seed_40,train,40
8,0.034,0.0,0.966,24.936,1.0,1,9,sir_graph_seed_40,train,40
9,0.046,0.0,0.954,24.936,1.0,1,8,sir_graph_seed_40,train,40
10,0.07,0.0,0.93,24.936,1.0,1,7,sir_graph_seed_40,train,40
11,0.108,0.0,0.892,24.936,1.0,1,6,sir_graph_seed_40,train,40
12,0.142,0.0,0.858,24.936,1.0,1,5,sir_graph_seed_40,train,40
13,0.2,0.0,0.8,24.936,1.0,1,4,sir_graph_seed_40,train,40
14,0.288,0.0,0.712,24.936,1.0,1,3,sir_graph_seed_40,train,40
15,0.404,0.002,0.594,24.936,1.0,1,2,sir_graph_seed_40,train,40
16,0.514,0.006,0.48,24.936,1.0,1,1,sir_graph_seed_40,train,40
17,0.61,0.01,0.38,24.936,1.0,1,0,sir_graph_seed_40,train,40
0,0.004,0.0,0.996,25.316,2.0,1,21,sir_graph_seed_41,train,41
1,0.004,0.0,0.996,25.316,2.0,1,20,sir_graph_seed_41,train,41
2,0.004,0.0,0.996,25.316,2.0,1,19,sir_graph_seed_41,train,41
3,0.004,0.0,0.996,25.316,2.0,1,18,sir_graph_seed_41,train,41
4,0.004,0.0,0.996,25.316,2.0,1,17,sir_graph_seed_41,train,41
5,0.008,0.0,0.992,25.316,2.0,1,16,sir_graph_seed_41,train,41
6,0.008,0.0,0.992,25.316,2.0,1,15,sir_graph_seed_41,train,41
7,0.014,0.0,0.986,25.316,2.0,1,14,sir_graph_seed_41,train,41
8,0.018,0.0,0.982,25.316,1.0,1,13,sir_graph_seed_41,train,41
9,0.026,0.0,0.974,25.316,1.0,1,12,sir_graph_seed_41,train,41
10,0.032,0.0,0.968,25.316,1.0,1,11,sir_graph_seed_41,train,41
11,0.04,0.0,0.96,25.316,1.0,1,10,sir_graph_seed_41,train,41
12,0.054,0.0,0.946,25.316,1.0,1,9,sir_graph_seed_41,train,41
13,0.06,0.0,0.94,25.316,1.0,1,8,sir_graph_seed_41,train,41
14,0.086,0.0,0.914,25.316,1.0,1,7,sir_graph_seed_41,train,41
15,0.136,0.004,0.86,25.316,1.0,1,6,sir_graph_seed_41,train,41
16,0.186,0.004,0.81,25.316,1.0,1,5,sir_graph_seed_41,train,41
17,0.252,0.004,0.744,25.316,1.0,1,4,sir_graph_seed_41,train,41
18,0.36,0.008,0.632,25.316,1.0,1,3,sir_graph_seed_41,train,41
19,0.458,0.01,0.532,25.316,1.0,1,2,sir_graph_seed_41,train,41
20,0.568,0.012,0.42,25.316,1.0,1,1,sir_graph_seed_41,train,41
21,0.68,0.022,0.298,25.316,1.0,1,0,sir_graph_seed_41,train,41
0,0.004,0.0,0.996,24.648,1.0,1,17,sir_graph_seed_42,train,42
1,0.006,0.0,0.994,24.648,1.0,1,16,sir_graph_seed_42,train,42
2,0.006,0.0,0.994,24.648,1.0,1,15,sir_graph_seed_42,train,42
3,0.008,0.0,0.992,24.648,1.0,1,14,sir_graph_seed_42,train,42
4,0.01,0.0,0.99,24.648,1.0,1,13,sir_graph_seed_42,train,42
5,0.014,0.0,0.986,24.648,1.0,1,12,sir_graph_seed_42,train,42
6,0.02,0.0,0.98,24.648,1.0,1,11,sir_graph_seed_42,train,42
7,0.042,0.0,0.958,24.648,1.0,1,10,sir_graph_seed_42,train,42
8,0.056,0.0,0.944,24.648,1.0,1,9,sir_graph_seed_42,train,42
9,0.07,0.0,0.93,24.648,1.0,1,8,sir_graph_seed_42,train,42
10,0.092,0.0,0.908,24.648,1.0,1,7,sir_graph_seed_42,train,42
11,0.13,0.002,0.868,24.648,1.0,1,6,sir_graph_seed_42,train,42
12,0.184,0.002,0.814,24.648,1.0,1,5,sir_graph_seed_42,train,42
13,0.25,0.008,0.742,24.648,1.0,1,4,sir_graph_seed_42,train,42
14,0.324,0.008,0.668,24.648,1.0,1,3,sir_graph_seed_42,train,42
15,0.422,0.008,0.57,24.648,1.0,1,2,sir_graph_seed_42,train,42
16,0.522,0.01,0.468,24.648,1.0,1,1,sir_graph_seed_42,train,42
17,0.638,0.016,0.346,24.648,1.0,1,0,sir_graph_seed_42,train,42
0,0.004,0.0,0.996,24.856,2.0,1,14,sir_graph_seed_43,train,43
1,0.008,0.0,0.992,24.856,2.0,1,13,sir_graph_seed_43,train,43
2,0.012,0.0,0.988,24.856,2.0,1,12,sir_graph_seed_43,train,43
3,0.02,0.0,0.98,24.856,2.0,1,11,sir_graph_seed_43,train,43
4,0.032,0.0,0.968,24.856,1.0,1,10,sir_graph_seed_43,train,43
5,0.046,0.0,0.954,24.856,1.0,1,9,sir_graph_seed_43,train,43
6,0.06,0.0,0.94,24.856,1.0,1,8,sir_graph_seed_43,train,43
7,0.092,0.002,0.906,24.856,1.0,1,7,sir_graph_seed_43,train,43
8,0.128,0.008,0.864,24.856,1.0,1,6,sir_graph_seed_43,train,43
9,0.2,0.008,0.792,24.856,1.0,1,5,sir_graph_seed_43,train,43
10,0.266,0.008,0.726,24.856,1.0,1,4,sir_graph_seed_43,train,43
11,0.358,0.01,0.632,24.856,1.0,1,3,sir_graph_seed_43,train,43
12,0.46,0.01,0.53,24.856,1.0,1,2,sir_graph_seed_43,train,43
13,0.546,0.016,0.438,24.856,1.0,1,1,sir_graph_seed_43,train,43
14,0.628,0.018,0.354,24.856,1.0,1,0,sir_graph_seed_43,train,43
0,0.004,0.0,0.996,24.728,2.0,1,16,sir_graph_seed_44,train,44
1,0.006,0.0,0.994,24.728,2.0,1,15,sir_graph_seed_44,train,44
2,0.006,0.0,0.994,24.728,2.0,1,14,sir_graph_seed_44,train,44
3,0.012,0.0,0.988,24.728,2.0,1,13,sir_graph_seed_44,train,44
4,0.016,0.0,0.984,24.728,2.0,1,12,sir_graph_seed_44,train,44
5,0.03,0.0,0.97,24.728,1.0,1,11,sir_graph_seed_44,train,44
6,0.048,0.0,0.952,24.728,1.0,1,10,sir_graph_seed_44,train,44
7,0.06,0.004,0.936,24.728,1.0,1,9,sir_graph_seed_44,train,44
8,0.078,0.004,0.918,24.728,1.0,1,8,sir_graph_seed_44,train,44
9,0.12,0.004,0.876,24.728,1.0,1,7,sir_graph_seed_44,train,44
10,0.174,0.004,0.822,24.728,1.0,1,6,sir_graph_seed_44,train,44
11,0.228,0.004,0.768,24.728,1.0,1,5,sir_graph_seed_44,train,44
12,0.31,0.01,0.68,24.728,1.0,1,4,sir_graph_seed_44,train,44
13,0.408,0.014,0.578,24.728,1.0,1,3,sir_graph_seed_44,train,44
14,0.494,0.016,0.49,24.728,1.0,1,2,sir_graph_seed_44,train,44
15,0.584,0.024,0.392,24.728,1.0,1,1,sir_graph_seed_44,train,44
