t,feature_0,feature_1,feature_2,feature_3,feature_4,event_indicator,time_to_event,run_id,split,seed
16,0.674,0.03,0.296,24.728,1.0,1,0,sir_graph_seed_44,train,44
0,0.004,0.0,0.996,24.972,2.0,1,16,sir_graph_seed_45,train,45
1,0.006,0.0,0.994,24.972,2.0,1,15,sir_graph_seed_45,train,45
2,0.008,0.0,0.992,24.972,2.0,1,14,sir_graph_seed_45,train,45
3,0.012,0.0,0.988,24.972,1.0,1,13,sir_graph_seed_45,train,45
4,0.022,0.0,0.978,24.972,1.0,1,12,sir_graph_seed_45,train,45
5,0.034,0.002,0.964,24.972,3.0,1,11,sir_graph_seed_45,train,45
6,0.048,0.002,0.95,24.972,1.0,1,10,sir_graph_seed_45,train,45
7,0.074,0.002,0.924,24.972,1.0,1,9,sir_graph_seed_45,train,45
8,0.112,0.006,0.882,24.972,2.0,1,8,sir_graph_seed_45,train,45
9,0.142,0.006,0.852,24.972,2.0,1,7,sir_graph_seed_45,train,45
10,0.174,0.01,0.816,24.972,1.0,1,6,sir_graph_seed_45,train,45
11,0.218,0.012,0.77,24.972,1.0,1,5,sir_graph_seed_45,train,45
12,0.298,0.016,0.686,24.972,1.0,1,4,sir_graph_seed_45,train,45
13,0.39,0.016,0.594,24.972,1.0,1,3,sir_graph_seed_45,train,45
14,0.482,0.018,0.5,24.972,1.0,1,2,sir_graph_seed_45,train,45
15,0.59,0.032,0.378,24.972,1.0,1,1,sir_graph_seed_45,train,45
16,0.68,0.034,0.286,24.972,1.0,1,0,sir_graph_seed_45,train,45
0,0.004,0.0,0.996,24.972,2.0,1,16,sir_graph_seed_46,train,46
1,0.006,0.0,0.994,24.972,2.0,1,15,sir_graph_seed_46,train,46
2,0.012,0.0,0.988,24.972,2.0,1,14,sir_graph_seed_46,train,46
3,0.018,0.0,0.982,24.972,1.0,1,13,sir_graph_seed_46,train,46
4,0.022,0.002,0.976,24.972,2.0,1,12,sir_graph_seed_46,train,46
5,0.034,0.002,0.964,24.972,1.0,1,11,sir_graph_seed_46,train,46
6,0.046,0.002,0.952,24.972,1.0,1,10,sir_graph_seed_46,train,46
7,0.06,0.004,0.936,24.972,2.0,1,9,sir_graph_seed_46,train,46
8,0.086,0.004,0.91,24.972,1.0,1,8,sir_graph_seed_46,train,46
9,0.124,0.006,0.87,24.972,1.0,1,7,sir_graph_seed_46,train,46
10,0.166,0.008,0.826,24.972,1.0,1,6,sir_graph_seed_46,train,46
11,0.244,0.01,0.746,24.972,1.0,1,5,sir_graph_seed_46,train,46
12,0.32,0.018,0.662,24.972,1.0,1,4,sir_graph_seed_46,train,46
13,0.396,0.018,0.586,24.972,1.0,1,3,sir_graph_seed_46,train,46
14,0.502,0.018,0.48,24.972,1.0,1,2,sir_graph_seed_46,train,46
15,0.578,0.026,0.396,24.972,1.0,1,1,sir_graph_seed_46,train,46
16,0.704,0.03,0.266,24.972,1.0,1,0,sir_graph_seed_46,train,46
0,0.004,0.0,0.996,25.0,2.0,1,17,sir_graph_seed_47,train,47
1,0.006,0.0,0.994,25.0,2.0,1,16,sir_graph_seed_47,train,47
2,0.006,0.0,0.994,25.0,2.0,1,15,sir_graph_seed_47,train,47
3,0.01,0.0,0.99,25.0,2.0,1,14,sir_graph_seed_47,train,47
4,0.016,0.0,0.984,25.0,2.0,1,13,sir_graph_seed_47,train,47
5,0.022,0.0,0.978,25.0,1.0,1,12,sir_graph_seed_47,train,47
6,0.032,0.0,0.968,25.0,1.0,1,11,sir_graph_seed_47,train,47
7,0.044,0.0,0.956,25.0,1.0,1,10,sir_graph_seed_47,train,47
8,0.06,0.0,0.94,25.0,1.0,1,9,sir_graph_seed_47,train,47
9,0.088,0.0,0.912,25.0,1.0,1,8,sir_graph_seed_47,train,47
10,0.11,0.002,0.888,25.0,1.0,1,7,sir_graph_seed_47,train,47
11,0.156,0.006,0.838,25.0,1.0,1,6,sir_graph_seed_47,train,47
12,0.196,0.01,0.794,25.0,1.0,1,5,sir_graph_seed_47,train,47
13,0.25,0.01,0.74,25.0,1.0,1,4,sir_graph_seed_47,train,47
14,0.316,0.016,0.668,25.0,1.0,1,3,sir_graph_seed_47,train,47
15,0.42,0.02,0.56,25.0,1.0,1,2,sir_graph_seed_47,train,47
16,0.524,0.024,0.452,25.0,1.0,1,1,sir_graph_seed_47,train,47
17,0.618,0.026,0.356,25.0,1.0,1,0,sir_graph_seed_47,train,47
0,0.004,0.0,0.996,24.728,2.0,1,18,sir_graph_seed_48,train,48
1,0.004,0.0,0.996,24.728,2.0,1,17,sir_graph_seed_48,train,48
2,0.004,0.0,0.996,24.728,2.0,1,16,sir_graph_seed_48,train,48
3,0.008,0.0,0.992,24.728,1.0,1,15,sir_graph_seed_48,train,48
4,0.01,0.0,0.99,24.728,1.0,1,14,sir_graph_seed_48,train,48
5,0.012,0.0,0.988,24.728,1.0,1,13,sir_graph_seed_48,train,48
6,0.02,0.0,0.98,24.728,1.0,1,12,sir_graph_seed_48,train,48
7,0.028,0.0,0.972,24.728,1.0,1,11,sir_graph_seed_48,train,48
8,0.034,0.0,0.966,24.728,1.0,1,10,sir_graph_seed_48,train,48
9,0.054,0.0,0.946,24.728,1.0,1,9,sir_graph_seed_48,train,48
10,0.078,0.0,0.922,24.728,1.0,1,8,sir_graph_seed_48,train,48
11,0.112,0.0,0.888,24.728,1.0,1,7,sir_graph_seed_48,train,48
12,0.146,0.0,0.854,24.728,1.0,1,6,sir_graph_seed_48,train,48
13,0.204,0.0,0.796,24.728,1.0,1,5,sir_graph_seed_48,train,48
14,0.264,0.002,0.734,24.728,1.0,1,4,sir_graph_seed_48,train,48
15,0.346,0.002,0.652,24.728,1.0,1,3,sir_graph_seed_48,train,48
16,0.442,0.004,0.554,24.728,1.0,1,2,sir_graph_seed_48,train,48
17,0.532,0.01,0.458,24.728,1.0,1,1,sir_graph_seed_48,train,48
18,0.634,0.012,0.354,24.728,1.0,1,0,sir_graph_seed_48,train,48
0,0.004,0.0,0.996,25.188,2.0,1,16,sir_graph_seed_49,train,49
1,0.008,0.0,0.992,25.188,2.0,1,15,sir_graph_seed_49,train,49
2,0.012,0.0,0.988,25.188,2.0,1,14,sir_graph_seed_49,train,49
3,0.014,0.0,0.986,25.188,2.0,1,13,sir_graph_seed_49,train,49
4,0.018,0.004,0.978,25.188,3.0,1,12,sir_graph_seed_49,train,49
5,0.026,0.004,0.97,25.188,2.0,1,11,sir_graph_seed_49,train,49
6,0.032,0.004,0.964,25.188,2.0,1,10,sir_graph_seed_49,train,49
7,0.05,0.004,0.946,25.188,1.0,1,9,sir_graph_seed_49,train,49
8,0.07,0.004,0.926,25.188,1.0,1,8,sir_graph_seed_49,train,49
9,0.106,0.004,0.89,25.188,1.0,1,7,sir_graph_seed_49,train,49
10,0.154,0.004,0.842,25.188,1.0,1,6,sir_graph_seed_49,train,49
11,0.212,0.008,0.78,25.188,1.0,1,5,sir_graph_seed_49,train,49
12,0.296,0.012,0.692,25.188,1.0,1,4,sir_graph_seed_49,train,49
13,0.386,0.018,0.596,25.188,1.0,1,3,sir_graph_seed_49,train,49
14,0.47,0.022,0.508,25.188,1.0,1,2,sir_graph_seed_49,train,49
15,0.58,0.026,0.394,25.188,1.0,1,1,sir_graph_seed_49,train,49
16,0.694,0.036,0.27,25.188,1.0,1,0,sir_graph_seed_49,train,49
0,0.004,0.0,0.996,24.84,2.0,1,12,sir_graph_seed_5,train,5
1,0.008,0.0,0.992,24.84,2.0,1,11,sir_graph_seed_5,train,5
2,0.016,0.0,0.984,24.84,1.0,1,10,sir_graph_seed_5,train,5
3,0.028,0.0,0.972,24.84,1.0,1,9,sir_graph_seed_5,train,5
4,0.046,0.0,0.954,24.84,1.0,1,8,sir_graph_seed_5,train,5
5,0.082,0.0,0.918,24.84,1.0,1,7,sir_graph_seed_5,train,5
6,0.118,0.002,0.88,24.84,1.0,1,6,sir_graph_seed_5,train,5
7,0.158,0.002,0.84,24.84,1.0,1,5,sir_graph_seed_5,train,5
8,0.218,0.002,0.78,24.84,1.0,1,4,sir_graph_seed_5,train,5
9,0.308,0.002,0.69,24.84,1.0,1,3,sir_graph_seed_5,train,5
10,0.422,0.004,0.574,24.84,1.0,1,2,sir_graph_seed_5,train,5
11,0.506,0.004,0.49,24.84,1.0,1,1,sir_graph_seed_5,train,5
12,0.602,0.004,0.394,24.84,1.0,1,0,sir_graph_seed_5,train,5
0,0.004,0.0,0.996,25.076,2.0,1,17,sir_graph_seed_6,train,6
1,0.006,0.0,0.994,25.076,2.0,1,16,sir_graph_seed_6,train,6
2,0.008,0.0,0.992,25.076,2.0,1,15,sir_graph_seed_6,train,6
3,0.01,0.0,0.99,25.076,2.0,1,14,sir_graph_seed_6,train,6
4,0.012,0.0,0.988,25.076,2.0,1,13,sir_graph_seed_6,train,6
5,0.014,0.0,0.986,25.076,2.0,1,12,sir_graph_seed_6,train,6
6,0.024,0.002,0.974,25.076,1.0,1,11,sir_graph_seed_6,train,6
7,0.036,0.002,0.962,25.076,1.0,1,10,sir_graph_seed_6,train,6
8,0.05,0.002,0.948,25.076,1.0,1,9,sir_graph_seed_6,train,6
9,0.068,0.002,0.93,25.076,1.0,1,8,sir_graph_seed_6,train,6
10,0.098,0.002,0.9,25.076,1.0,1,7,sir_graph_seed_6,train,6
11,0.144,0.002,0.854,25.076,1.0,1,6,sir_graph_seed_6,train,6
12,0.206,0.004,0.79,25.076,1.0,1,5,sir_graph_seed_6,train,6
13,0.28,0.006,0.714,25.076,1.0,1,4,sir_graph_seed_6,train,6
14,0.346,0.008,0.646,25.076,1.0,1,3,sir_graph_seed_6,train,6
15,0.436,0.012,0.552,25.076,1.0,1,2,sir_graph_seed_6,train,6
16,0.536,0.014,0.45,25.076,1.0,1,1,sir_graph_seed_6,train,6
17,0.632,0.022,0.346,25.076,1.0,1,0,sir_graph_seed_6,train,6
0,0.004,0.0,0.996,24.892,2.0,1,16,sir_graph_seed_7,train,7
1,0.01,0.0,0.99,24.892,2.0,1,15,sir_graph_seed_7,train,7
2,0.014,0.0,0.986,24.892,2.0,1,14,sir_graph_seed_7,train,7
3,0.014,0.0,0.986,24.892,2.0,1,13,sir_graph_seed_7,train,7
4,0.016,0.0,0.984,24.892,2.0,1,12,sir_graph_seed_7,train,7
5,0.024,0.0,0.976,24.892,1.0,1,11,sir_graph_seed_7,train,7
6,0.04,0.0,0.96,24.892,1.0,1,10,sir_graph_seed_7,train,7
7,0.052,0.002,0.946,24.892,2.0,1,9,sir_graph_seed_7,train,7
8,0.078,0.002,0.92,24.892,1.0,1,8,sir_graph_seed_7,train,7
9,0.112,0.002,0.886,24.892,1.0,1,7,sir_graph_seed_7,train,7
10,0.176,0.002,0.822,24.892,1.0,1,6,sir_graph_seed_7,train,7
11,0.252,0.004,0.744,24.892,1.0,1,5,sir_graph_seed_7,train,7
12,0.338,0.004,0.658,24.892,1.0,1,4,sir_graph_seed_7,train,7
13,0.432,0.008,0.56,24.892,1.0,1,3,sir_graph_seed_7,train,7
14,0.51,0.008,0.482,24.892,1.0,1,2,sir_graph_seed_7,train,7
15,0.594,0.014,0.392,24.892,1.0,1,1,sir_graph_seed_7,train,7
16,0.672,0.014,0.314,24.892,1.0,1,0,sir_graph_seed_7,train,7
0,0.004,0.0,0.996,25.308,2.0,1,15,sir_graph_seed_8,train,8
1,0.006,0.0,0.994,25.308,2.0,1,14,sir_graph_seed_8,train,8
2,0.01,0.0,0.99,25.308,2.0,1,13,sir_graph_seed_8,train,8
3,0.014,0.0,0.986,25.308,1.0,1,12,sir_graph_seed_8,train,8
4,0.022,0.0,0.978,25.308,1.0,1,11,sir_graph_seed_8,train,8
5,0.032,0.0,0.968,25.308,1.0,1,10,sir_graph_seed_8,train,8
6,0.052,0.0,0.948,25.308,1.0,1,9,sir_graph_seed_8,train,8
7,0.06,0.0,0.94,25.308,1.0,1,8,sir_graph_seed_8,train,8
8,0.076,0.0,0.924,25.308,1.0,1,7,sir_graph_seed_8,train,8
9,0.112,0.0,0.888,25.308,1.0,1,6,sir_graph_seed_8,train,8
10,0.16,0.0,0.84,25.308,1.0,1,5,sir_graph_seed_8,train,8
11,0.226,0.0,0.774,25.308,1.0,1,4,sir_graph_seed_8,train,8
12,0.316,0.0,0.684,25.308,1.0,1,3,sir_graph_seed_8,train,8
13,0.406,0.004,0.59,25.308,1.0,1,2,sir_graph_seed_8,train,8
14,0.522,0.004,0.474,25.308,1.0,1,1,sir_graph_seed_8,train,8
15,0.612,0.008,0.38,25.308,1.0,1,0,sir_graph_seed_8,train,8
0,0.004,0.0,0.996,25.04,2.0,1,17,sir_graph_seed_9,train,9
1,0.008,0.0,0.992,25.04,2.0,1,16,sir_graph_seed_9,train,9
2,0.012,0.0,0.988,25.04,2.0,1,15,sir_graph_seed_9,train,9
3,0.016,0.0,0.984,25.04,2.0,1,14,sir_graph_seed_9,train,9
4,0.018,0.0,0.982,25.04,2.0,1,13,sir_graph_seed_9,train,9
5,0.03,0.0,0.97,25.04,1.0,1,12,sir_graph_seed_9,train,9
6,0.038,0.0,0.962,25.04,1.0,1,11,sir_graph_seed_9,train,9
7,0.05,0.002,0.948,25.04,1.0,1,10,sir_graph_seed_9,train,9
8,0.058,0.002,0.94,25.04,1.0,1,9,sir_graph_seed_9,train,9
9,0.074,0.002,0.924,25.04,1.0,1,8,sir_graph_seed_9,train,9
10,0.11,0.002,0.888,25.04,1.0,1,7,sir_graph_seed_9,train,9
11,0.14,0.002,0.858,25.04,1.0,1,6,sir_graph_seed_9,train,9
12,0.194,0.002,0.804,25.04,1.0,1,5,sir_graph_seed_9,train,9
13,0.252,0.002,0.746,25.04,1.0,1,4,sir_graph_seed_9,train,9
14,0.334,0.008,0.658,25.04,1.0,1,3,sir_graph_seed_9,train,9
15,0.426,0.012,0.562,25.04,1.0,1,2,sir_graph_seed_9,train,9
16,0.532,0.018,0.45,25.04,1.0,1,1,sir_graph_seed_9,train,9
17,0.646,0.024,0.33,25.04,1.0,1,0,sir_graph_seed_9,train,9
0,0.004,0.0,0.996,24.608,2.0,1,16,sir_graph_seed_50,val,50
1,0.008,0.0,0.992,24.608,2.0,1,15,sir_graph_seed_50,val,50
2,0.014,0.0,0.986,24.608,2.0,1,14,sir_graph_seed_50,val,50
3,0.018,0.0,0.982,24.608,2.0,1,13,sir_graph_seed_50,val,50
4,0.02,0.0,0.98,24.608,2.0,1,12,sir_graph_seed_50,val,50
5,0.032,0.0,0.968,24.608,1.0,1,11,sir_graph_seed_50,val,50
6,0.048,0.0,0.952,24.608,1.0,1,10,sir_graph_seed_50,val,50
7,0.07,0.002,0.928,24.608,1.0,1,9,sir_graph_seed_50,val,50
8,0.11,0.002,0.888,24.608,1.0,1,8,sir_graph_seed_50,val,50
9,0.15,0.002,0.848,24.608,1.0,1,7,sir_graph_seed_50,val,50
10,0.192,0.004,0.804,24.608,1.0,1,6,sir_graph_seed_50,val,50
11,0.254,0.004,0.742,24.608,1.0,1,5,sir_graph_seed_50,val,50
12,0.328,0.004,0.668,24.608,1.0,1,4,sir_graph_seed_50,val,50
13,0.412,0.008,0.58,24.608,1.0,1,3,sir_graph_seed_50,val,50
14,0.502,0.012,0.486,24.608,1.0,1,2,sir_graph_seed_50,val,50
15,0.586,0.02,0.394,24.608,1.0,1,1,sir_graph_seed_50,val,50
16,0.678,0.028,0.294,24.608,1.0,1,0,sir_graph_seed_50,val,50
0,0.004,0.0,0.996,24.668,2.0,1,17,sir_graph_seed_51,val,51
1,0.004,0.0,0.996,24.668,2.0,1,16,sir_graph_seed_51,val,51
2,0.004,0.0,0.996,24.668,2.0,1,15,sir_graph_seed_51,val,51
3,0.006,0.0,0.994,24.668,2.0,1,14,sir_graph_seed_51,val,51
4,0.01,0.0,0.99,24.668,2.0,1,13,sir_graph_seed_51,val,51
5,0.016,0.0,0.984,24.668,1.0,1,12,sir_graph_seed_51,val,51
6,0.022,0.0,0.978,24.668,1.0,1,11,sir_graph_seed_51,val,51
7,0.036,0.0,0.964,24.668,1.0,1,10,sir_graph_seed_51,val,51
8,0.046,0.0,0.954,24.668,1.0,1,9,sir_graph_seed_51,val,51
9,0.076,0.0,0.924,24.668,1.0,1,8,sir_graph_seed_51,val,51
10,0.104,0.0,0.896,24.668,1.0,1,7,sir_graph_seed_51,val,51
11,0.142,0.002,0.856,24.668,1.0,1,6,sir_graph_seed_51,val,51
12,0.192,0.002,0.806,24.668,1.0,1,5,sir_graph_seed_51,val,51
13,0.25,0.004,0.746,24.668,1.0,1,4,sir_graph_seed_51,val,51
14,0.324,0.006,0.67,24.668,1.0,1,3,sir_graph_seed_51,val,51
15,0.406,0.01,0.584,24.668,1.0,1,2,sir_graph_seed_51,val,51
16,0.518,0.018,0.464,24.668,1.0,1,1,sir_graph_seed_51,val,51
17,0.616,0.022,0.362,24.668,1.0,1,0,sir_graph_seed_51,val,51
0,0.004,0.0,0.996,24.992,2.0,1,16,sir_graph_seed_52,val,52
1,0.008,0.0,0.992,24.992,2.0,1,15,sir_graph_seed_52,val,52
2,0.012,0.0,0.988,24.992,1.0,1,14,sir_graph_seed_52,val,52
3,0.014,0.0,0.986,24.992,1.0,1,13,sir_graph_seed_52,val,52
4,0.018,0.0,0.982,24.992,1.0,1,12,sir_graph_seed_52,val,52
5,0.026,0.0,0.974,24.992,1.0,1,11,sir_graph_seed_52,val,52
6,0.042,0.0,0.958,24.992,1.0,1,10,sir_graph_seed_52,val,52
7,0.06,0.0,0.94,24.992,1.0,1,9,sir_graph_seed_52,val,52
8,0.084,0.0,0.916,24.992,1.0,1,8,sir_graph_seed_52,val,52
9,0.126,0.002,0.872,24.992,1.0,1,7,sir_graph_seed_52,val,52
10,0.176,0.004,0.82,24.992,1.0,1,6,sir_graph_seed_52,val,52
11,0.244,0.004,0.752,24.992,1.0,1,5,sir_graph_seed_52,val,52
12,0.314,0.006,0.68,24.992,1.0,1,4,sir_graph_seed_52,val,52
13,0.412,0.01,0.578,24.992,1.0,1,3,sir_graph_seed_52,val,52
14,0.486,0.016,0.498,24.992,1.0,1,2,sir_graph_seed_52,val,52
15,0.598,0.02,0.382,24.992,1.0,1,1,sir_graph_seed_52,val,52
16,0.678,0.026,0.296,24.992,1.0,1,0,sir_graph_seed_52,val,52
0,0.004,0.0,0.996,24.656,2.0,1,15,sir_graph_seed_53,val,53
1,0.004,0.0,0.996,24.656,2.0,1,14,sir_graph_seed_53,val,53
2,0.008,0.0,0.992,24.656,2.0,1,13,sir_graph_seed_53,val,53
3,0.018,0.0,0.982,24.656,2.0,1,12,sir_graph_seed_53,val,53
4,0.026,0.0,0.974,24.656,1.0,1,11,sir_graph_seed_53,val,53
5,0.042,0.0,0.958,24.656,1.0,1,10,sir_graph_seed_53,val,53
6,0.056,0.002,0.942,24.656,1.0,1,9,sir_graph_seed_53,val,53
7,0.08,0.002,0.918,24.656,1.0,1,8,sir_graph_seed_53,val,53
8,0.106,0.002,0.892,24.656,1.0,1,7,sir_graph_seed_53,val,53
9,0.15,0.002,0.848,24.656,1.0,1,6,sir_graph_seed_53,val,53
10,0.19,0.006,0.804,24.656,1.0,1,5,sir_graph_seed_53,val,53
11,0.248,0.006,0.746,24.656,1.0,1,4,sir_graph_seed_53,val,53
12,0.332,0.008,0.66,24.656,1.0,1,3,sir_graph_seed_53,val,53
13,0.43,0.01,0.56,24.656,1.0,1,2,sir_graph_seed_53,val,53
14,0.524,0.014,0.462,24.656,1.0,1,1,sir_graph_seed_53,val,53
15,0.612,0.02,0.368,24.656,1.0,1,0,sir_graph_seed_53,val,53
0,0.004,0.0,0.996,24.788,2.0,1,15,sir_graph_seed_54,val,54
1,0.006,0.0,0.994,24.788,2.0,1,14,sir_graph_seed_54,val,54
2,0.008,0.0,0.992,24.788,2.0,1,13,sir_graph_seed_54,val,54
3,0.014,0.0,0.986,24.788,2.0,1,12,sir_graph_seed_54,val,54
4,0.02,0.0,0.98,24.788,2.0,1,11,sir_graph_seed_54,val,54
5,0.026,0.0,0.974,24.788,2.0,1,10,sir_graph_seed_54,val,54
6,0.034,0.004,0.962,24.788,3.0,1,9,sir_graph_seed_54,val,54
7,0.05,0.006,0.944,24.788,2.0,1,8,sir_graph_seed_54,val,54
8,0.074,0.006,0.92,24.788,1.0,1,7,sir_graph_seed_54,val,54
9,0.104,0.006,0.89,24.788,1.0,1,6,sir_graph_seed_54,val,54
10,0.168,0.006,0.826,24.788,1.0,1,5,sir_graph_seed_54,val,54
11,0.236,0.006,0.758,24.788,1.0,1,4,sir_graph_seed_54,val,54
12,0.302,0.01,0.688,24.788,1.0,1,3,sir_graph_seed_54,val,54
13,0.414,0.012,0.574,24.788,1.0,1,2,sir_graph_seed_54,val,54
14,0.506,0.018,0.476,24.788,1.0,1,1,sir_graph_seed_54,val,54
15,0.602,0.026,0.372,24.788,1.0,1,0,sir_graph_seed_54,val,54
0,0.004,0.0,0.996,24.716,2.0,1,16,sir_graph_seed_55,val,55
1,0.004,0.0,0.996,24.716,2.0,1,15,sir_graph_seed_55,val,55
2,0.008,0.0,0.992,24.716,2.0,1,14,sir_graph_seed_55,val,55
3,0.008,0.0,0.992,24.716,2.0,1,13,sir_graph_seed_55,val,55
4,0.01,0.0,0.99,24.716,2.0,1,12,sir_graph_seed_55,val,55
5,0.018,0.0,0.982,24.716,2.0,1,11,sir_graph_seed_55,val,55
6,0.026,0.0,0.974,24.716,2.0,1,10,sir_graph_seed_55,val,55
7,0.046,0.0,0.954,24.716,1.0,1,9,sir_graph_seed_55,val,55
8,0.064,0.0,0.936,24.716,1.0,1,8,sir_graph_seed_55,val,55
9,0.084,0.0,0.916,24.716,1.0,1,7,sir_graph_seed_55,val,55
10,0.136,0.002,0.862,24.716,1.0,1,6,sir_graph_seed_55,val,55
11,0.182,0.008,0.81,24.716,1.0,1,5,sir_graph_seed_55,val,55
12,0.24,0.01,0.75,24.716,1.0,1,4,sir_graph_seed_55,val,55
13,0.314,0.01,0.676,24.716,1.0,1,3,sir_graph_seed_55,val,55
14,0.428,0.016,0.556,24.716,1.0,1,2,sir_graph_seed_55,val,55
15,0.526,0.018,0.456,24.716,1.0,1,1,sir_graph_seed_55,val,55
16,0.614,0.022,0.364,24.716,1.0,1,0,sir_graph_seed_55,val,55
0,0.004,0.0,0.996,24.652,2.0,1,16,sir_graph_seed_56,val,56
1,0.004,0.0,0.996,24.652,2.0,1,15,sir_graph_seed_56,val,56
2,0.006,0.0,0.994,24.652,2.0,1,14,sir_graph_seed_56,val,56
3,0.01,0.0,0.99,24.652,2.0,1,13,sir_graph_seed_56,val,56
4,0.022,0.0,0.978,24.652,1.0,1,12,sir_graph_seed_56,val,56
5,0.032,0.0,0.968,24.652,1.0,1,11,sir_graph_seed_56,val,56
6,0.052,0.0,0.948,24.652,1.0,1,10,sir_graph_seed_56,val,56
7,0.058,0.002,0.94,24.652,1.0,1,9,sir_graph_seed_56,val,56
8,0.078,0.002,0.92,24.652,1.0,1,8,sir_graph_seed_56,val,56
9,0.098,0.004,0.898,24.652,1.0,1,7,sir_graph_seed_56,val,56
10,0.148,0.006,0.846,24.652,1.0,1,6,sir_graph_seed_56,val,56
11,0.2,0.006,0.794,24.652,1.0,1,5,sir_graph_seed_56,val,56
12,0.268,0.012,0.72,24.652,1.0,1,4,sir_graph_seed_56,val,56
13,0.354,0.012,0.634,24.652,1.0,1,3,sir_graph_seed_56,val,56
14,0.444,0.018,0.538,24.652,1.0,1,2,sir_graph_seed_56,val,56
15,0.532,0.026,0.442,24.652,1.0,1,1,sir_graph_seed_56,val,56
16,0.624,0.036,0.34,24.652,1.0,1,0,sir_graph_seed_56,val,56
0,0.004,0.0,0.996,24.716,2.0,1,20,sir_graph_seed_57,val,57
1,0.004,0.0,0.996,24.716,2.0,1,19,sir_graph_seed_57,val,57
2,0.004,0.0,0.996,24.716,2.0,1,18,sir_graph_seed_57,val,57
3,0.006,0.0,0.994,24.716,2.0,1,17,sir_graph_seed_57,val,57
4,0.008,0.0,0.992,24.716,2.0,1,16,sir_graph_seed_57,val,57
5,0.014,0.0,0.986,24.716,2.0,1,15,sir_graph_seed_57,val,57
6,0.016,0.0,0.984,24.716,2.0,1,14,sir_graph_seed_57,val,57
7,0.022,0.0,0.978,24.716,2.0,1,13,sir_graph_seed_57,val,57
8,0.032,0.0,0.968,24.716,1.0,1,12,sir_graph_seed_57,val,57
9,0.036,0.002,0.962,24.716,2.0,1,11,sir_graph_seed_57,val,57
10,0.05,0.002,0.948,24.716,2.0,1,10,sir_graph_seed_57,val,57
11,0.07,0.004,0.926,24.716,2.0,1,9,sir_graph_seed_57,val,57
12,0.086,0.004,0.91,24.716,2.0,1,8,sir_graph_seed_57,val,57
13,0.108,0.006,0.886,24.716,2.0,1,7,sir_graph_seed_57,val,57
14,0.164,0.01,0.826,24.716,1.0,1,6,sir_graph_seed_57,val,57
15,0.216,0.018,0.766,24.716,1.0,1,5,sir_graph_seed_57,val,57
16,0.288,0.018,0.694,24.716,1.0,1,4,sir_graph_seed_57,val,57
17,0.36,0.02,0.62,24.716,1.0,1,3,sir_graph_seed_57,val,57
18,0.462,0.024,0.514,24.716,1.0,1,2,sir_graph_seed_57,val,57
19,0.55,0.028,0.422,24.716,1.0,1,1,sir_graph_seed_57,val,57
20,0.642,0.036,0.322,24.716,1.0,1,0,sir_graph_seed_57,val,57
0,0.004,0.0,0.996,24.664,2.0,1,17,sir_graph_seed_58,val,58
1,0.006,0.0,0.994,24.664,2.0,1,16,sir_graph_seed_58,val,58
2,0.008,0.0,0.992,24.664,2.0,1,15,sir_graph_seed_58,val,58
3,0.01,0.0,0.99,24.664,2.0,1,14,sir_graph_seed_58,val,58
4,0.012,0.0,0.988,24.664,2.0,1,13,sir_graph_seed_58,val,58
5,0.018,0.0,0.982,24.664,2.0,1,12,sir_graph_seed_58,val,58
6,0.022,0.002,0.976,24.664,1.0,1,11,sir_graph_seed_58,val,58
7,0.03,0.002,0.968,24.664,1.0,1,10,sir_graph_seed_58,val,58
8,0.044,0.002,0.954,24.664,1.0,1,9,sir_graph_seed_58,val,58
9,0.068,0.002,0.93,24.664,1.0,1,8,sir_graph_seed_58,val,58
10,0.1,0.002,0.898,24.664,1.0,1,7,sir_graph_seed_58,val,58
11,0.132,0.004,0.864,24.664,1.0,1,6,sir_graph_seed_58,val,58
12,0.174,0.004,0.822,24.664,1.0,1,5,sir_graph_seed_58,val,58
13,0.258,0.006,0.736,24.664,1.0,1,4,sir_graph_seed_58,val,58
14,0.344,0.008,0.648,24.664,1.0,1,3,sir_graph_seed_58,val,58
15,0.448,0.01,0.542,24.664,1.0,1,2,sir_graph_seed_58,val,58
16,0.54,0.016,0.444,24.664,1.0,1,1,sir_graph_seed_58,val,58
17,0.634,0.018,0.348,24.664,1.0,1,0,sir_graph_seed_58,val,58
0,0.004,0.0,0.996,24.72,2.0,1,14,sir_graph_seed_59,val,59
1,0.008,0.0,0.992,24.72,1.0,1,13,sir_graph_seed_59,val,59
2,0.016,0.0,0.984,24.72,1.0,1,12,sir_graph_seed_59,val,59
3,0.026,0.0,0.974,24.72,1.0,1,11,sir_graph_seed_59,val,59
4,0.036,0.002,0.962,24.72,2.0,1,10,sir_graph_seed_59,val,59
5,0.046,0.002,0.952,24.72,1.0,1,9,sir_graph_seed_59,val,59
6,0.076,0.004,0.92,24.72,1.0,1,8,sir_graph_seed_59,val,59
7,0.124,0.004,0.872,24.72,1.0,1,7,sir_graph_seed_59,val,59
8,0.178,0.004,0.818,24.72,1.0,1,6,sir_graph_seed_59,val,59
9,0.248,0.006,0.746,24.72,1.0,1,5,sir_graph_seed_59,val,59
10,0.314,0.012,0.674,24.72,1.0,1,4,sir_graph_seed_59,val,59
11,0.408,0.016,0.576,24.72,1.0,1,3,sir_graph_seed_59,val,59
