t,feature_0,feature_1,feature_2,feature_3,event_indicator,time_to_event,run_id,split,seed
6,3.625,85.0,0.0,8500.0,1,34,ant_colony_seed_52,val,52
7,3.627907,82.5,0.0,8250.0,1,33,ant_colony_seed_52,val,52
8,3.627907,80.0,0.0,8000.0,1,32,ant_colony_seed_52,val,52
9,3.6046512,77.5,0.0,7750.0,1,31,ant_colony_seed_52,val,52
10,3.6,75.0,0.0,7500.0,1,30,ant_colony_seed_52,val,52
11,3.597701,72.5,0.0,7250.0,1,29,ant_colony_seed_52,val,52
12,3.6470587,70.0,0.0,7000.0,1,28,ant_colony_seed_52,val,52
13,3.597701,67.5,0.0,6750.0,1,27,ant_colony_seed_52,val,52
14,3.6333334,65.0,0.0,6500.0,1,26,ant_colony_seed_52,val,52
15,3.678161,62.51,0.025,6251.0,1,25,ant_colony_seed_52,val,52
16,3.659091,60.125,0.06,6012.5,1,24,ant_colony_seed_52,val,52
17,3.642857,57.78,0.075,5778.0,1,23,ant_colony_seed_52,val,52
18,3.6547618,55.55,0.095,5555.0,1,22,ant_colony_seed_52,val,52
19,3.678161,53.38,0.105,5338.0,1,21,ant_colony_seed_52,val,52
20,3.6744187,51.13,0.085,5113.0,1,20,ant_colony_seed_52,val,52
21,3.7037036,49.1,0.205,4910.0,1,19,ant_colony_seed_52,val,52
22,3.6790123,47.3,0.25,4730.0,1,18,ant_colony_seed_52,val,52
23,3.6904762,45.54,0.245,4554.0,1,17,ant_colony_seed_52,val,52
24,3.7108433,43.705,0.25,4370.5,1,16,ant_colony_seed_52,val,52
25,3.6626506,42.09,0.325,4209.0,1,15,ant_colony_seed_52,val,52
26,3.6744187,40.295,0.29,4029.5,1,14,ant_colony_seed_52,val,52
27,3.702381,38.565,0.315,3856.5,1,13,ant_colony_seed_52,val,52
28,3.6860466,37.09,0.385,3709.0,1,12,ant_colony_seed_52,val,52
29,3.6404495,35.8,0.41,3580.0,1,11,ant_colony_seed_52,val,52
30,3.6744187,34.375,0.39,3437.5,1,10,ant_colony_seed_52,val,52
31,3.6860466,33.045,0.41,3304.5,1,9,ant_colony_seed_52,val,52
32,3.686747,31.79,0.44,3179.0,1,8,ant_colony_seed_52,val,52
33,3.6321838,30.595,0.46,3059.5,1,7,ant_colony_seed_52,val,52
34,3.6666667,29.425,0.5,2942.5,1,6,ant_colony_seed_52,val,52
35,3.686747,28.445,0.555,2844.5,1,5,ant_colony_seed_52,val,52
36,3.6875,27.54,0.555,2754.0,1,4,ant_colony_seed_52,val,52
37,3.6206896,26.475,0.58,2647.5,1,3,ant_colony_seed_52,val,52
38,3.6206896,25.44,0.525,2544.0,1,2,ant_colony_seed_52,val,52
39,3.639535,24.56,0.58,2456.0,1,1,ant_colony_seed_52,val,52
40,3.6333334,23.775,0.625,2377.5,1,0,ant_colony_seed_52,val,52
0,3.5647058,100.0,0.0,10000.0,1,37,ant_colony_seed_53,val,53
1,3.5764706,97.5,0.0,9750.0,1,36,ant_colony_seed_53,val,53
2,3.5747128,95.0,0.0,9500.0,1,35,ant_colony_seed_53,val,53
3,3.5595238,92.5,0.0,9250.0,1,34,ant_colony_seed_53,val,53
4,3.5925925,90.0,0.0,9000.0,1,33,ant_colony_seed_53,val,53
5,3.5822785,87.5,0.0,8750.0,1,32,ant_colony_seed_53,val,53
6,3.5833333,85.0,0.0,8500.0,1,31,ant_colony_seed_53,val,53
7,3.5679011,82.5,0.0,8250.0,1,30,ant_colony_seed_53,val,53
8,3.5952382,80.0,0.0,8000.0,1,29,ant_colony_seed_53,val,53
9,3.5952382,77.5,0.0,7750.0,1,28,ant_colony_seed_53,val,53
10,3.639535,75.0,0.0,7500.0,1,27,ant_colony_seed_53,val,53
11,3.609756,72.5,0.0,7250.0,1,26,ant_colony_seed_53,val,53
12,3.6625,70.0,0.0,7000.0,1,25,ant_colony_seed_53,val,53
13,3.609756,67.5,0.0,6750.0,1,24,ant_colony_seed_53,val,53
14,3.6705883,65.045,0.02,6504.5,1,23,ant_colony_seed_53,val,53
15,3.6190476,62.6,0.04,6260.0,1,22,ant_colony_seed_53,val,53
16,3.626506,60.27,0.05,6027.0,1,21,ant_colony_seed_53,val,53
17,3.6341465,57.96,0.1,5796.0,1,20,ant_colony_seed_53,val,53
18,3.6483517,55.81,0.115,5581.0,1,19,ant_colony_seed_53,val,53
19,3.6304348,53.58,0.09,5358.0,1,18,ant_colony_seed_53,val,53
20,3.625,51.45,0.155,5145.0,1,17,ant_colony_seed_53,val,53
21,3.6292136,49.5,0.185,4950.0,1,16,ant_colony_seed_53,val,53
22,3.639535,47.51,0.165,4751.0,1,15,ant_colony_seed_53,val,53
23,3.6352942,45.52,0.165,4552.0,1,14,ant_colony_seed_53,val,53
24,3.6341465,43.66,0.2,4366.0,1,13,ant_colony_seed_53,val,53
25,3.621951,41.77,0.25,4177.0,1,12,ant_colony_seed_53,val,53
26,3.626506,39.845,0.205,3984.5,1,11,ant_colony_seed_53,val,53
27,3.6436782,38.06,0.285,3806.0,1,10,ant_colony_seed_53,val,53
28,3.6046512,36.47,0.33,3647.0,1,9,ant_colony_seed_53,val,53
29,3.6235294,34.935,0.37,3493.5,1,8,ant_colony_seed_53,val,53
30,3.5903614,33.48,0.355,3348.0,1,7,ant_colony_seed_53,val,53
31,3.6190476,32.225,0.43,3222.5,1,6,ant_colony_seed_53,val,53
32,3.6477273,30.81,0.415,3081.0,1,5,ant_colony_seed_53,val,53
33,3.639535,29.555,0.435,2955.5,1,4,ant_colony_seed_53,val,53
34,3.6309524,28.365,0.515,2836.5,1,3,ant_colony_seed_53,val,53
35,3.6538463,27.45,0.545,2745.0,1,2,ant_colony_seed_53,val,53
36,3.6463416,26.565,0.565,2656.5,1,1,ant_colony_seed_53,val,53
37,3.6049383,25.84,0.615,2584.0,1,0,ant_colony_seed_53,val,53
0,3.5697675,100.0,0.0,10000.0,1,40,ant_colony_seed_54,val,54
1,3.6136363,97.5,0.0,9750.0,1,39,ant_colony_seed_54,val,54
2,3.6222222,95.0,0.0,9500.0,1,38,ant_colony_seed_54,val,54
3,3.6321838,92.5,0.0,9250.0,1,37,ant_colony_seed_54,val,54
4,3.6235294,90.0,0.0,9000.0,1,36,ant_colony_seed_54,val,54
5,3.6588235,87.5,0.0,8750.0,1,35,ant_colony_seed_54,val,54
6,3.597701,85.0,0.0,8500.0,1,34,ant_colony_seed_54,val,54
7,3.5955057,82.5,0.0,8250.0,1,33,ant_colony_seed_54,val,54
8,3.6235294,80.0,0.0,8000.0,1,32,ant_colony_seed_54,val,54
9,3.6190476,77.5,0.0,7750.0,1,31,ant_colony_seed_54,val,54
10,3.6179776,75.0,0.0,7500.0,1,30,ant_colony_seed_54,val,54
11,3.625,72.5,0.0,7250.0,1,29,ant_colony_seed_54,val,54
12,3.6436782,70.0,0.0,7000.0,1,28,ant_colony_seed_54,val,54
13,3.6666667,67.5,0.0,6750.0,1,27,ant_colony_seed_54,val,54
14,3.6333334,65.0,0.0,6500.0,1,26,ant_colony_seed_54,val,54
15,3.6444445,62.5,0.0,6250.0,1,25,ant_colony_seed_54,val,54
16,3.6190476,60.055,0.02,6005.5,1,24,ant_colony_seed_54,val,54
17,3.6385543,57.58,0.015,5758.0,1,23,ant_colony_seed_54,val,54
18,3.627907,55.085,0.005,5508.5,1,22,ant_colony_seed_54,val,54
19,3.6206896,52.66,0.05,5266.0,1,21,ant_colony_seed_54,val,54
20,3.6321838,50.32,0.055,5032.0,1,20,ant_colony_seed_54,val,54
21,3.6588235,48.1,0.13,4810.0,1,19,ant_colony_seed_54,val,54
22,3.6666667,46.065,0.165,4606.5,1,18,ant_colony_seed_54,val,54
23,3.6136363,44.1,0.175,4410.0,1,17,ant_colony_seed_54,val,54
24,3.6153846,42.275,0.24,4227.5,1,16,ant_colony_seed_54,val,54
25,3.6593406,40.32,0.21,4032.0,1,15,ant_colony_seed_54,val,54
26,3.6818182,38.545,0.27,3854.5,1,14,ant_colony_seed_54,val,54
27,3.6976745,36.815,0.295,3681.5,1,13,ant_colony_seed_54,val,54
28,3.6511629,35.265,0.335,3526.5,1,12,ant_colony_seed_54,val,54
29,3.6222222,33.795,0.365,3379.5,1,11,ant_colony_seed_54,val,54
30,3.6067417,32.3,0.4,3230.0,1,10,ant_colony_seed_54,val,54
31,3.6091955,31.08,0.44,3108.0,1,9,ant_colony_seed_54,val,54
32,3.6195652,29.635,0.405,2963.5,1,8,ant_colony_seed_54,val,54
33,3.6043956,28.425,0.46,2842.5,1,7,ant_colony_seed_54,val,54
34,3.5731707,27.345,0.495,2734.5,1,6,ant_colony_seed_54,val,54
35,3.6046512,26.275,0.5,2627.5,1,5,ant_colony_seed_54,val,54
36,3.6067417,25.185,0.51,2518.5,1,4,ant_colony_seed_54,val,54
37,3.6046512,24.105,0.5,2410.5,1,3,ant_colony_seed_54,val,54
38,3.625,22.865,0.505,2286.5,1,2,ant_colony_seed_54,val,54
39,3.6477273,21.97,0.56,2197.0,1,1,ant_colony_seed_54,val,54
40,3.642857,21.185,0.605,2118.5,1,0,ant_colony_seed_54,val,54
0,3.625,100.0,0.0,10000.0,1,45,ant_colony_seed_55,val,55
1,3.6046512,97.5,0.0,9750.0,1,44,ant_colony_seed_55,val,55
2,3.6049383,95.0,0.0,9500.0,1,43,ant_colony_seed_55,val,55
3,3.6144578,92.5,0.0,9250.0,1,42,ant_colony_seed_55,val,55
4,3.6296296,90.0,0.0,9000.0,1,41,ant_colony_seed_55,val,55
5,3.625,87.5,0.0,8750.0,1,40,ant_colony_seed_55,val,55
6,3.6666667,85.0,0.0,8500.0,1,39,ant_colony_seed_55,val,55
7,3.639535,82.5,0.0,8250.0,1,38,ant_colony_seed_55,val,55
8,3.6470587,80.0,0.0,8000.0,1,37,ant_colony_seed_55,val,55
9,3.6666667,77.5,0.0,7750.0,1,36,ant_colony_seed_55,val,55
10,3.6666667,75.0,0.0,7500.0,1,35,ant_colony_seed_55,val,55
11,3.6666667,72.5,0.0,7250.0,1,34,ant_colony_seed_55,val,55
12,3.6551723,70.015,0.02,7001.5,1,33,ant_colony_seed_55,val,55
13,3.6551723,67.62,0.03,6762.0,1,32,ant_colony_seed_55,val,55
14,3.6341465,65.25,0.06,6525.0,1,31,ant_colony_seed_55,val,55
15,3.6162791,62.9,0.045,6290.0,1,30,ant_colony_seed_55,val,55
16,3.6588235,60.51,0.035,6051.0,1,29,ant_colony_seed_55,val,55
17,3.627907,58.08,0.045,5808.0,1,28,ant_colony_seed_55,val,55
18,3.6506023,55.725,0.085,5572.5,1,27,ant_colony_seed_55,val,55
19,3.6235294,53.63,0.155,5363.0,1,26,ant_colony_seed_55,val,55
20,3.625,51.655,0.165,5165.5,1,25,ant_colony_seed_55,val,55
21,3.642857,49.715,0.22,4971.5,1,24,ant_colony_seed_55,val,55
22,3.6162791,47.855,0.205,4785.5,1,23,ant_colony_seed_55,val,55
23,3.597701,46.025,0.22,4602.5,1,22,ant_colony_seed_55,val,55
24,3.6321838,44.115,0.22,4411.5,1,21,ant_colony_seed_55,val,55
25,3.6091955,42.255,0.205,4225.5,1,20,ant_colony_seed_55,val,55
26,3.5795455,40.37,0.26,4037.0,1,19,ant_colony_seed_55,val,55
27,3.6,38.61,0.265,3861.0,1,18,ant_colony_seed_55,val,55
28,3.5730338,37.085,0.335,3708.5,1,17,ant_colony_seed_55,val,55
29,3.5777779,35.71,0.365,3571.0,1,16,ant_colony_seed_55,val,55
30,3.5681818,34.29,0.395,3429.0,1,15,ant_colony_seed_55,val,55
31,3.590909,32.99,0.39,3299.0,1,14,ant_colony_seed_55,val,55
32,3.6,31.705,0.39,3170.5,1,13,ant_colony_seed_55,val,55
33,3.6067417,30.31,0.38,3031.0,1,12,ant_colony_seed_55,val,55
34,3.5952382,29.095,0.45,2909.5,1,11,ant_colony_seed_55,val,55
35,3.6091955,27.8,0.41,2780.0,1,10,ant_colony_seed_55,val,55
36,3.6309524,26.51,0.44,2651.0,1,9,ant_colony_seed_55,val,55
37,3.6235294,25.375,0.46,2537.5,1,8,ant_colony_seed_55,val,55
38,3.626506,24.25,0.475,2425.0,1,7,ant_colony_seed_55,val,55
39,3.5952382,23.215,0.49,2321.5,1,6,ant_colony_seed_55,val,55
40,3.5777779,21.845,0.405,2184.5,1,5,ant_colony_seed_55,val,55
41,3.5955057,20.67,0.5,2067.0,1,4,ant_colony_seed_55,val,55
42,3.5930233,19.655,0.53,1965.5,1,3,ant_colony_seed_55,val,55
43,3.6222222,18.525,0.505,1852.5,1,2,ant_colony_seed_55,val,55
44,3.6292136,17.47,0.53,1747.0,1,1,ant_colony_seed_55,val,55
45,3.6162791,16.415,0.6,1641.5,1,0,ant_colony_seed_55,val,55
0,3.5795455,100.0,0.0,10000.0,1,38,ant_colony_seed_56,val,56
1,3.5714285,97.5,0.0,9750.0,1,37,ant_colony_seed_56,val,56
2,3.597701,95.0,0.0,9500.0,1,36,ant_colony_seed_56,val,56
3,3.6,92.5,0.0,9250.0,1,35,ant_colony_seed_56,val,56
4,3.5714285,90.0,0.0,9000.0,1,34,ant_colony_seed_56,val,56
5,3.6,87.5,0.0,8750.0,1,33,ant_colony_seed_56,val,56
6,3.6,85.0,0.0,8500.0,1,32,ant_colony_seed_56,val,56
7,3.625,82.5,0.0,8250.0,1,31,ant_colony_seed_56,val,56
8,3.6022727,80.0,0.0,8000.0,1,30,ant_colony_seed_56,val,56
9,3.5647058,77.5,0.0,7750.0,1,29,ant_colony_seed_56,val,56
10,3.5882354,75.0,0.0,7500.0,1,28,ant_colony_seed_56,val,56
11,3.6086957,72.5,0.0,7250.0,1,27,ant_colony_seed_56,val,56
12,3.5952382,70.0,0.0,7000.0,1,26,ant_colony_seed_56,val,56
13,3.5747128,67.5,0.0,6750.0,1,25,ant_colony_seed_56,val,56
14,3.6046512,65.0,0.0,6500.0,1,24,ant_colony_seed_56,val,56
15,3.6436782,62.5,0.0,6250.0,1,23,ant_colony_seed_56,val,56
16,3.6470587,60.055,0.03,6005.5,1,22,ant_colony_seed_56,val,56
17,3.639535,57.66,0.05,5766.0,1,21,ant_colony_seed_56,val,56
18,3.6206896,55.3,0.09,5530.0,1,20,ant_colony_seed_56,val,56
19,3.6206896,53.16,0.13,5316.0,1,19,ant_colony_seed_56,val,56
20,3.6321838,51.07,0.125,5107.0,1,18,ant_colony_seed_56,val,56
21,3.6292136,48.98,0.15,4898.0,1,17,ant_colony_seed_56,val,56
22,3.6043956,46.89,0.145,4689.0,1,16,ant_colony_seed_56,val,56
23,3.612903,44.8,0.14,4480.0,1,15,ant_colony_seed_56,val,56
24,3.6111112,42.78,0.16,4278.0,1,14,ant_colony_seed_56,val,56
25,3.6111112,40.87,0.205,4087.0,1,13,ant_colony_seed_56,val,56
26,3.6067417,39.06,0.265,3906.0,1,12,ant_colony_seed_56,val,56
27,3.639535,37.405,0.31,3740.5,1,11,ant_colony_seed_56,val,56
28,3.675,35.995,0.365,3599.5,1,10,ant_colony_seed_56,val,56
29,3.6625,34.6,0.425,3460.0,1,9,ant_colony_seed_56,val,56
30,3.6444445,33.345,0.41,3334.5,1,8,ant_colony_seed_56,val,56
31,3.6470587,32.135,0.44,3213.5,1,7,ant_colony_seed_56,val,56
32,3.6470587,31.145,0.505,3114.5,1,6,ant_colony_seed_56,val,56
33,3.6470587,30.155,0.53,3015.5,1,5,ant_colony_seed_56,val,56
34,3.6321838,29.255,0.56,2925.5,1,4,ant_colony_seed_56,val,56
35,3.6309524,28.475,0.58,2847.5,1,3,ant_colony_seed_56,val,56
36,3.6962025,27.74,0.585,2774.0,1,2,ant_colony_seed_56,val,56
37,3.6785715,26.985,0.59,2698.5,1,1,ant_colony_seed_56,val,56
38,3.6341465,26.21,0.615,2621.0,1,0,ant_colony_seed_56,val,56
0,3.5842698,100.0,0.0,10000.0,1,41,ant_colony_seed_57,val,57
1,3.5842698,97.5,0.0,9750.0,1,40,ant_colony_seed_57,val,57
2,3.6022727,95.0,0.0,9500.0,1,39,ant_colony_seed_57,val,57
3,3.597701,92.5,0.0,9250.0,1,38,ant_colony_seed_57,val,57
4,3.6144578,90.0,0.0,9000.0,1,37,ant_colony_seed_57,val,57
5,3.5795455,87.5,0.0,8750.0,1,36,ant_colony_seed_57,val,57
6,3.586207,85.0,0.0,8500.0,1,35,ant_colony_seed_57,val,57
7,3.6022727,82.5,0.0,8250.0,1,34,ant_colony_seed_57,val,57
8,3.6022727,80.0,0.0,8000.0,1,33,ant_colony_seed_57,val,57
9,3.6067417,77.5,0.0,7750.0,1,32,ant_colony_seed_57,val,57
10,3.627907,75.0,0.0,7500.0,1,31,ant_colony_seed_57,val,57
11,3.6436782,72.55,0.02,7255.0,1,30,ant_colony_seed_57,val,57
12,3.6091955,70.225,0.1,7022.5,1,29,ant_colony_seed_57,val,57
13,3.6022727,68.04,0.1,6804.0,1,28,ant_colony_seed_57,val,57
14,3.6436782,65.885,0.11,6588.5,1,27,ant_colony_seed_57,val,57
15,3.6352942,63.75,0.11,6375.0,1,26,ant_colony_seed_57,val,57
16,3.6292136,61.55,0.105,6155.0,1,25,ant_colony_seed_57,val,57
17,3.6024096,59.42,0.14,5942.0,1,24,ant_colony_seed_57,val,57
18,3.5842698,57.405,0.17,5740.5,1,23,ant_colony_seed_57,val,57
19,3.6321838,55.47,0.195,5547.0,1,22,ant_colony_seed_57,val,57
20,3.6,53.48,0.165,5348.0,1,21,ant_colony_seed_57,val,57
21,3.5903614,51.55,0.18,5155.0,1,20,ant_colony_seed_57,val,57
22,3.6333334,49.48,0.155,4948.0,1,19,ant_colony_seed_57,val,57
23,3.590909,47.46,0.2,4746.0,1,18,ant_colony_seed_57,val,57
24,3.6136363,45.575,0.22,4557.5,1,17,ant_colony_seed_57,val,57
25,3.627907,43.83,0.315,4383.0,1,16,ant_colony_seed_57,val,57
26,3.627907,42.345,0.325,4234.5,1,15,ant_colony_seed_57,val,57
27,3.6404495,40.74,0.295,4074.0,1,14,ant_colony_seed_57,val,57
28,3.6292136,39.125,0.31,3912.5,1,13,ant_colony_seed_57,val,57
29,3.6333334,37.53,0.315,3753.0,1,12,ant_colony_seed_57,val,57
30,3.6206896,35.92,0.305,3592.0,1,11,ant_colony_seed_57,val,57
31,3.5955057,34.295,0.305,3429.5,1,10,ant_colony_seed_57,val,57
32,3.6222222,32.63,0.295,3263.0,1,9,ant_colony_seed_57,val,57
33,3.6086957,30.96,0.315,3096.0,1,8,ant_colony_seed_57,val,57
34,3.639535,29.36,0.365,2936.0,1,7,ant_colony_seed_57,val,57
35,3.6190476,28.01,0.435,2801.0,1,6,ant_colony_seed_57,val,57
36,3.6588235,26.58,0.415,2658.0,1,5,ant_colony_seed_57,val,57
37,3.6385543,25.385,0.525,2538.5,1,4,ant_colony_seed_57,val,57
38,3.6511629,24.405,0.55,2440.5,1,3,ant_colony_seed_57,val,57
39,3.659091,23.405,0.53,2340.5,1,2,ant_colony_seed_57,val,57
40,3.698795,22.355,0.535,2235.5,1,1,ant_colony_seed_57,val,57
41,3.6511629,21.48,0.62,2148.0,1,0,ant_colony_seed_57,val,57
0,3.626506,100.0,0.0,10000.0,1,46,ant_colony_seed_58,val,58
1,3.6136363,97.5,0.0,9750.0,1,45,ant_colony_seed_58,val,58
2,3.6626506,95.0,0.0,9500.0,1,44,ant_colony_seed_58,val,58
3,3.6333334,92.5,0.0,9250.0,1,43,ant_colony_seed_58,val,58
4,3.5897436,90.0,0.0,9000.0,1,42,ant_colony_seed_58,val,58
5,3.5853658,87.5,0.0,8750.0,1,41,ant_colony_seed_58,val,58
6,3.6136363,85.0,0.0,8500.0,1,40,ant_colony_seed_58,val,58
7,3.6117647,82.5,0.0,8250.0,1,39,ant_colony_seed_58,val,58
8,3.5833333,80.0,0.0,8000.0,1,38,ant_colony_seed_58,val,58
9,3.5714285,77.5,0.0,7750.0,1,37,ant_colony_seed_58,val,58
10,3.5952382,75.0,0.0,7500.0,1,36,ant_colony_seed_58,val,58
11,3.5764706,72.5,0.0,7250.0,1,35,ant_colony_seed_58,val,58
12,3.586207,70.0,0.0,7000.0,1,34,ant_colony_seed_58,val,58
13,3.6222222,67.68,0.055,6768.0,1,33,ant_colony_seed_58,val,58
14,3.6436782,65.37,0.06,6537.0,1,32,ant_colony_seed_58,val,58
15,3.627907,63.07,0.075,6307.0,1,31,ant_colony_seed_58,val,58
16,3.678161,60.82,0.085,6082.0,1,30,ant_colony_seed_58,val,58
17,3.6436782,58.54,0.08,5854.0,1,29,ant_colony_seed_58,val,58
18,3.6067417,56.42,0.165,5642.0,1,28,ant_colony_seed_58,val,58
19,3.590909,54.325,0.155,5432.5,1,27,ant_colony_seed_58,val,58
20,3.6511629,52.28,0.14,5228.0,1,26,ant_colony_seed_58,val,58
21,3.6190476,50.295,0.195,5029.5,1,25,ant_colony_seed_58,val,58
22,3.6024096,48.38,0.215,4838.0,1,24,ant_colony_seed_58,val,58
23,3.6162791,46.605,0.25,4660.5,1,23,ant_colony_seed_58,val,58
24,3.6296296,44.92,0.285,4492.0,1,22,ant_colony_seed_58,val,58
25,3.625,43.325,0.315,4332.5,1,21,ant_colony_seed_58,val,58
26,3.6136363,41.78,0.31,4178.0,1,20,ant_colony_seed_58,val,58
27,3.6404495,40.16,0.305,4016.0,1,19,ant_colony_seed_58,val,58
28,3.6436782,38.725,0.37,3872.5,1,18,ant_colony_seed_58,val,58
29,3.6206896,37.335,0.39,3733.5,1,17,ant_colony_seed_58,val,58
30,3.6206896,35.885,0.395,3588.5,1,16,ant_colony_seed_58,val,58
31,3.6363637,34.52,0.385,3452.0,1,15,ant_colony_seed_58,val,58
32,3.6091955,33.155,0.39,3315.5,1,14,ant_colony_seed_58,val,58
33,3.6222222,31.855,0.43,3185.5,1,13,ant_colony_seed_58,val,58
34,3.6506023,30.795,0.5,3079.5,1,12,ant_colony_seed_58,val,58
35,3.639535,29.67,0.495,2967.0,1,11,ant_colony_seed_58,val,58
36,3.621951,28.75,0.515,2875.0,1,10,ant_colony_seed_58,val,58
37,3.625,27.71,0.49,2771.0,1,9,ant_colony_seed_58,val,58
38,3.626506,26.715,0.53,2671.5,1,8,ant_colony_seed_58,val,58
39,3.639535,25.705,0.5,2570.5,1,7,ant_colony_seed_58,val,58
40,3.6179776,24.605,0.505,2460.5,1,6,ant_colony_seed_58,val,58
41,3.6153846,23.435,0.505,2343.5,1,5,ant_colony_seed_58,val,58
42,3.6091955,22.255,0.515,2225.5,1,4,ant_colony_seed_58,val,58
43,3.6162791,21.25,0.57,2125.0,1,3,ant_colony_seed_58,val,58
44,3.6,20.355,0.59,2035.5,1,2,ant_colony_seed_58,val,58
45,3.6136363,19.45,0.58,1945.0,1,1,ant_colony_seed_58,val,58
46,3.625,18.575,0.6,1857.5,1,0,ant_colony_seed_58,val,58
0,3.5777779,100.0,0.0,10000.0,1,48,ant_colony_seed_59,val,59
1,3.5813954,97.5,0.0,9750.0,1,47,ant_colony_seed_59,val,59
2,3.6117647,95.0,0.0,9500.0,1,46,ant_colony_seed_59,val,59
3,3.586207,92.5,0.0,9250.0,1,45,ant_colony_seed_59,val,59
4,3.6190476,90.0,0.0,9000.0,1,44,ant_colony_seed_59,val,59
5,3.6162791,87.5,0.0,8750.0,1,43,ant_colony_seed_59,val,59
6,3.609756,85.0,0.0,8500.0,1,42,ant_colony_seed_59,val,59
7,3.5783134,82.5,0.0,8250.0,1,41,ant_colony_seed_59,val,59
8,3.6125,80.0,0.0,8000.0,1,40,ant_colony_seed_59,val,59
9,3.5903614,77.5,0.0,7750.0,1,39,ant_colony_seed_59,val,59
10,3.5925925,75.0,0.0,7500.0,1,38,ant_colony_seed_59,val,59
11,3.5903614,72.5,0.0,7250.0,1,37,ant_colony_seed_59,val,59
12,3.6506023,70.09,0.05,7009.0,1,36,ant_colony_seed_59,val,59
13,3.5842698,67.7,0.035,6770.0,1,35,ant_colony_seed_59,val,59
14,3.6153846,65.29,0.03,6529.0,1,34,ant_colony_seed_59,val,59
15,3.6309524,62.94,0.07,6294.0,1,33,ant_colony_seed_59,val,59
16,3.6363637,60.735,0.095,6073.5,1,32,ant_colony_seed_59,val,59
17,3.625,58.4,0.06,5840.0,1,31,ant_colony_seed_59,val,59
18,3.5930233,56.15,0.1,5615.0,1,30,ant_colony_seed_59,val,59
19,3.6,53.93,0.11,5393.0,1,29,ant_colony_seed_59,val,59
20,3.6,51.78,0.12,5178.0,1,28,ant_colony_seed_59,val,59
21,3.6206896,49.7,0.205,4970.0,1,27,ant_colony_seed_59,val,59
22,3.6292136,47.76,0.215,4776.0,1,26,ant_colony_seed_59,val,59
23,3.597826,45.95,0.24,4595.0,1,25,ant_colony_seed_59,val,59
24,3.6333334,44.125,0.225,4412.5,1,24,ant_colony_seed_59,val,59
25,3.6067417,42.5,0.32,4250.0,1,23,ant_colony_seed_59,val,59
26,3.6292136,40.84,0.295,4084.0,1,22,ant_colony_seed_59,val,59
27,3.6477273,39.16,0.31,3916.0,1,21,ant_colony_seed_59,val,59
28,3.6162791,37.675,0.355,3767.5,1,20,ant_colony_seed_59,val,59
29,3.6136363,36.23,0.395,3623.0,1,19,ant_colony_seed_59,val,59
30,3.6136363,34.745,0.385,3474.5,1,18,ant_colony_seed_59,val,59
31,3.5955057,33.455,0.425,3345.5,1,17,ant_colony_seed_59,val,59
32,3.6190476,32.145,0.435,3214.5,1,16,ant_colony_seed_59,val,59
33,3.6117647,30.85,0.425,3085.0,1,15,ant_colony_seed_59,val,59
34,3.626506,29.415,0.405,2941.5,1,14,ant_colony_seed_59,val,59
35,3.642857,28.035,0.4,2803.5,1,13,ant_colony_seed_59,val,59
36,3.626506,26.785,0.485,2678.5,1,12,ant_colony_seed_59,val,59
37,3.621951,25.595,0.525,2559.5,1,11,ant_colony_seed_59,val,59
38,3.6,24.595,0.52,2459.5,1,10,ant_colony_seed_59,val,59
39,3.6292136,23.455,0.485,2345.5,1,9,ant_colony_seed_59,val,59
40,3.6436782,22.345,0.505,2234.5,1,8,ant_colony_seed_59,val,59
41,3.6136363,21.205,0.515,2120.5,1,7,ant_colony_seed_59,val,59
42,3.590909,20.155,0.51,2015.5,1,6,ant_colony_seed_59,val,59
43,3.597826,19.025,0.505,1902.5,1,5,ant_colony_seed_59,val,59
44,3.6,17.88,0.505,1788.0,1,4,ant_colony_seed_59,val,59
45,3.607143,16.785,0.505,1678.5,1,3,ant_colony_seed_59,val,59
46,3.626506,15.795,0.555,1579.5,1,2,ant_colony_seed_59,val,59
47,3.6086957,14.695,0.555,1469.5,1,1,ant_colony_seed_59,val,59
48,3.6144578,13.885,0.61,1388.5,1,0,ant_colony_seed_59,val,59
0,3.5697675,100.0,0.0,10000.0,1,43,ant_colony_seed_60,val,60
1,3.5833333,97.5,0.0,9750.0,1,42,ant_colony_seed_60,val,60
2,3.5747128,95.0,0.0,9500.0,1,41,ant_colony_seed_60,val,60
3,3.6,92.5,0.0,9250.0,1,40,ant_colony_seed_60,val,60
4,3.6341465,90.0,0.0,9000.0,1,39,ant_colony_seed_60,val,60
5,3.627907,87.5,0.0,8750.0,1,38,ant_colony_seed_60,val,60
6,3.6341465,85.0,0.0,8500.0,1,37,ant_colony_seed_60,val,60
7,3.6162791,82.5,0.0,8250.0,1,36,ant_colony_seed_60,val,60
8,3.597701,80.0,0.0,8000.0,1,35,ant_colony_seed_60,val,60
9,3.5882354,77.5,0.0,7750.0,1,34,ant_colony_seed_60,val,60
10,3.6463416,75.0,0.0,7500.0,1,33,ant_colony_seed_60,val,60
11,3.6363637,72.5,0.0,7250.0,1,32,ant_colony_seed_60,val,60
12,3.6022727,70.0,0.0,7000.0,1,31,ant_colony_seed_60,val,60
13,3.5882354,67.5,0.0,6750.0,1,30,ant_colony_seed_60,val,60
