t,feature_0,feature_1,feature_2,feature_3,event_indicator,time_to_event,run_id,split,seed
0,3.5934067,100.0,0.0,10000.0,1,41,ant_colony_seed_0,train,0
1,3.5934067,97.5,0.0,9750.0,1,40,ant_colony_seed_0,train,0
2,3.590909,95.0,0.0,9500.0,1,39,ant_colony_seed_0,train,0
3,3.5952382,92.5,0.0,9250.0,1,38,ant_colony_seed_0,train,0
4,3.6236558,90.0,0.0,9000.0,1,37,ant_colony_seed_0,train,0
5,3.6111112,87.5,0.0,8750.0,1,36,ant_colony_seed_0,train,0
6,3.6046512,85.0,0.0,8500.0,1,35,ant_colony_seed_0,train,0
7,3.6385543,82.5,0.0,8250.0,1,34,ant_colony_seed_0,train,0
8,3.6206896,80.0,0.0,8000.0,1,33,ant_colony_seed_0,train,0
9,3.597701,77.5,0.0,7750.0,1,32,ant_colony_seed_0,train,0
10,3.609756,75.0,0.0,7500.0,1,31,ant_colony_seed_0,train,0
11,3.6144578,72.5,0.0,7250.0,1,30,ant_colony_seed_0,train,0
12,3.6024096,70.0,0.0,7000.0,1,29,ant_colony_seed_0,train,0
13,3.6144578,67.5,0.0,6750.0,1,28,ant_colony_seed_0,train,0
14,3.6506023,65.0,0.0,6500.0,1,27,ant_colony_seed_0,train,0
15,3.621951,62.5,0.0,6250.0,1,26,ant_colony_seed_0,train,0
16,3.625,60.0,0.0,6000.0,1,25,ant_colony_seed_0,train,0
17,3.6206896,57.6,0.04,5760.0,1,24,ant_colony_seed_0,train,0
18,3.6404495,55.29,0.095,5529.0,1,23,ant_colony_seed_0,train,0
19,3.6404495,53.1,0.115,5310.0,1,22,ant_colony_seed_0,train,0
20,3.6511629,51.01,0.16,5101.0,1,21,ant_colony_seed_0,train,0
21,3.6585367,48.99,0.175,4899.0,1,20,ant_colony_seed_0,train,0
22,3.6626506,47.08,0.215,4708.0,1,19,ant_colony_seed_0,train,0
23,3.6419754,45.33,0.24,4533.0,1,18,ant_colony_seed_0,train,0
24,3.6309524,43.555,0.25,4355.5,1,17,ant_colony_seed_0,train,0
25,3.6296296,41.825,0.25,4182.5,1,16,ant_colony_seed_0,train,0
26,3.6506023,39.895,0.21,3989.5,1,15,ant_colony_seed_0,train,0
27,3.6352942,38.135,0.28,3813.5,1,14,ant_colony_seed_0,train,0
28,3.5882354,36.755,0.38,3675.5,1,13,ant_colony_seed_0,train,0
29,3.6046512,35.195,0.325,3519.5,1,12,ant_colony_seed_0,train,0
30,3.627907,33.625,0.33,3362.5,1,11,ant_colony_seed_0,train,0
31,3.6162791,31.99,0.33,3199.0,1,10,ant_colony_seed_0,train,0
32,3.6309524,30.61,0.415,3061.0,1,9,ant_colony_seed_0,train,0
33,3.586207,29.44,0.45,2944.0,1,8,ant_colony_seed_0,train,0
34,3.6111112,28.33,0.505,2833.0,1,7,ant_colony_seed_0,train,0
35,3.6,27.335,0.505,2733.5,1,6,ant_colony_seed_0,train,0
36,3.5833333,26.31,0.525,2631.0,1,5,ant_colony_seed_0,train,0
37,3.617284,25.465,0.585,2546.5,1,4,ant_colony_seed_0,train,0
38,3.626506,24.615,0.57,2461.5,1,3,ant_colony_seed_0,train,0
39,3.6162791,23.68,0.56,2368.0,1,2,ant_colony_seed_0,train,0
40,3.6352942,22.85,0.595,2285.0,1,1,ant_colony_seed_0,train,0
41,3.621951,22.125,0.63,2212.5,1,0,ant_colony_seed_0,train,0
0,3.5777779,100.0,0.0,10000.0,1,39,ant_colony_seed_1,train,1
1,3.5882354,97.5,0.0,9750.0,1,38,ant_colony_seed_1,train,1
2,3.6091955,95.0,0.0,9500.0,1,37,ant_colony_seed_1,train,1
3,3.6333334,92.5,0.0,9250.0,1,36,ant_colony_seed_1,train,1
4,3.6555555,90.0,0.0,9000.0,1,35,ant_colony_seed_1,train,1
5,3.6477273,87.5,0.0,8750.0,1,34,ant_colony_seed_1,train,1
6,3.6222222,85.0,0.0,8500.0,1,33,ant_colony_seed_1,train,1
7,3.590909,82.5,0.0,8250.0,1,32,ant_colony_seed_1,train,1
8,3.6136363,80.0,0.0,8000.0,1,31,ant_colony_seed_1,train,1
9,3.590909,77.5,0.0,7750.0,1,30,ant_colony_seed_1,train,1
10,3.597701,75.0,0.0,7500.0,1,29,ant_colony_seed_1,train,1
11,3.6144578,72.5,0.0,7250.0,1,28,ant_colony_seed_1,train,1
12,3.5925925,70.0,0.0,7000.0,1,27,ant_colony_seed_1,train,1
13,3.6404495,67.5,0.0,6750.0,1,26,ant_colony_seed_1,train,1
14,3.6555555,65.0,0.0,6500.0,1,25,ant_colony_seed_1,train,1
15,3.6333334,62.51,0.015,6251.0,1,24,ant_colony_seed_1,train,1
16,3.6385543,60.07,0.035,6007.0,1,23,ant_colony_seed_1,train,1
17,3.6086957,57.66,0.03,5766.0,1,22,ant_colony_seed_1,train,1
18,3.6179776,55.275,0.055,5527.5,1,21,ant_colony_seed_1,train,1
19,3.6790123,53.04,0.09,5304.0,1,20,ant_colony_seed_1,train,1
20,3.659091,50.755,0.08,5075.5,1,19,ant_colony_seed_1,train,1
21,3.6511629,48.6,0.12,4860.0,1,18,ant_colony_seed_1,train,1
22,3.6162791,46.36,0.105,4636.0,1,17,ant_colony_seed_1,train,1
23,3.5824175,44.18,0.14,4418.0,1,16,ant_colony_seed_1,train,1
24,3.6304348,42.005,0.13,4200.5,1,15,ant_colony_seed_1,train,1
25,3.6263735,39.86,0.18,3986.0,1,14,ant_colony_seed_1,train,1
26,3.6304348,37.825,0.19,3782.5,1,13,ant_colony_seed_1,train,1
27,3.6153846,35.78,0.19,3578.0,1,12,ant_colony_seed_1,train,1
28,3.6136363,33.795,0.205,3379.5,1,11,ant_colony_seed_1,train,1
29,3.6179776,31.855,0.25,3185.5,1,10,ant_colony_seed_1,train,1
30,3.6506023,30.045,0.31,3004.5,1,9,ant_colony_seed_1,train,1
31,3.6352942,28.415,0.315,2841.5,1,8,ant_colony_seed_1,train,1
32,3.6292136,26.965,0.385,2696.5,1,7,ant_colony_seed_1,train,1
33,3.6190476,25.485,0.4,2548.5,1,6,ant_colony_seed_1,train,1
34,3.6627908,24.17,0.42,2417.0,1,5,ant_colony_seed_1,train,1
35,3.6585367,22.93,0.465,2293.0,1,4,ant_colony_seed_1,train,1
36,3.675,21.94,0.53,2194.0,1,3,ant_colony_seed_1,train,1
37,3.642857,20.975,0.585,2097.5,1,2,ant_colony_seed_1,train,1
38,3.6206896,20.115,0.58,2011.5,1,1,ant_colony_seed_1,train,1
39,3.6585367,19.445,0.635,1944.5,1,0,ant_colony_seed_1,train,1
0,3.6162791,100.0,0.0,10000.0,1,40,ant_colony_seed_10,train,10
1,3.607143,97.5,0.0,9750.0,1,39,ant_colony_seed_10,train,10
2,3.6263735,95.0,0.0,9500.0,1,38,ant_colony_seed_10,train,10
3,3.6292136,92.5,0.0,9250.0,1,37,ant_colony_seed_10,train,10
4,3.6470587,90.0,0.0,9000.0,1,36,ant_colony_seed_10,train,10
5,3.639535,87.5,0.0,8750.0,1,35,ant_colony_seed_10,train,10
6,3.627907,85.0,0.0,8500.0,1,34,ant_colony_seed_10,train,10
7,3.6470587,82.5,0.0,8250.0,1,33,ant_colony_seed_10,train,10
8,3.6363637,80.0,0.0,8000.0,1,32,ant_colony_seed_10,train,10
9,3.6794872,77.5,0.0,7750.0,1,31,ant_colony_seed_10,train,10
10,3.6790123,75.0,0.0,7500.0,1,30,ant_colony_seed_10,train,10
11,3.6588235,72.59,0.03,7259.0,1,29,ant_colony_seed_10,train,10
12,3.6455696,70.21,0.065,7021.0,1,28,ant_colony_seed_10,train,10
13,3.6436782,67.94,0.065,6794.0,1,27,ant_colony_seed_10,train,10
14,3.590909,65.635,0.065,6563.5,1,26,ant_colony_seed_10,train,10
15,3.6117647,63.365,0.065,6336.5,1,25,ant_colony_seed_10,train,10
16,3.642857,60.995,0.04,6099.5,1,24,ant_colony_seed_10,train,10
17,3.626506,58.725,0.11,5872.5,1,23,ant_colony_seed_10,train,10
18,3.6309524,56.66,0.16,5666.0,1,22,ant_colony_seed_10,train,10
19,3.627907,54.55,0.18,5455.0,1,21,ant_colony_seed_10,train,10
20,3.626506,52.695,0.225,5269.5,1,20,ant_colony_seed_10,train,10
21,3.6477273,50.94,0.265,5094.0,1,19,ant_colony_seed_10,train,10
22,3.639535,49.24,0.26,4924.0,1,18,ant_colony_seed_10,train,10
23,3.675,47.58,0.295,4758.0,1,17,ant_colony_seed_10,train,10
24,3.6470587,45.875,0.275,4587.5,1,16,ant_colony_seed_10,train,10
25,3.6436782,44.265,0.315,4426.5,1,15,ant_colony_seed_10,train,10
26,3.654321,42.64,0.345,4264.0,1,14,ant_colony_seed_10,train,10
27,3.6746988,41.235,0.375,4123.5,1,13,ant_colony_seed_10,train,10
28,3.6463416,39.92,0.41,3992.0,1,12,ant_colony_seed_10,train,10
29,3.654321,38.63,0.43,3863.0,1,11,ant_colony_seed_10,train,10
30,3.6875,37.415,0.465,3741.5,1,10,ant_colony_seed_10,train,10
31,3.621951,36.32,0.505,3632.0,1,9,ant_colony_seed_10,train,10
32,3.627907,35.34,0.515,3534.0,1,8,ant_colony_seed_10,train,10
33,3.6666667,34.295,0.515,3429.5,1,7,ant_colony_seed_10,train,10
34,3.654321,33.27,0.5,3327.0,1,6,ant_colony_seed_10,train,10
35,3.626506,32.28,0.535,3228.0,1,5,ant_colony_seed_10,train,10
36,3.6235294,31.395,0.545,3139.5,1,4,ant_colony_seed_10,train,10
37,3.617284,30.55,0.565,3055.0,1,3,ant_colony_seed_10,train,10
38,3.6206896,29.67,0.57,2967.0,1,2,ant_colony_seed_10,train,10
39,3.607595,28.795,0.56,2879.5,1,1,ant_colony_seed_10,train,10
40,3.621951,28.095,0.61,2809.5,1,0,ant_colony_seed_10,train,10
0,3.5747128,100.0,0.0,10000.0,1,41,ant_colony_seed_11,train,11
1,3.5842698,97.5,0.0,9750.0,1,40,ant_colony_seed_11,train,11
2,3.5730338,95.0,0.0,9500.0,1,39,ant_colony_seed_11,train,11
3,3.5581396,92.5,0.0,9250.0,1,38,ant_colony_seed_11,train,11
4,3.5555556,90.0,0.0,9000.0,1,37,ant_colony_seed_11,train,11
5,3.5617979,87.5,0.0,8750.0,1,36,ant_colony_seed_11,train,11
6,3.5697675,85.0,0.0,8500.0,1,35,ant_colony_seed_11,train,11
7,3.5730338,82.5,0.0,8250.0,1,34,ant_colony_seed_11,train,11
8,3.6136363,80.0,0.0,8000.0,1,33,ant_colony_seed_11,train,11
9,3.5824175,77.5,0.0,7750.0,1,32,ant_colony_seed_11,train,11
10,3.5568182,75.0,0.0,7500.0,1,31,ant_colony_seed_11,train,11
11,3.5930233,72.5,0.0,7250.0,1,30,ant_colony_seed_11,train,11
12,3.597701,70.095,0.03,7009.5,1,29,ant_colony_seed_11,train,11
13,3.5882354,67.7,0.03,6770.0,1,28,ant_colony_seed_11,train,11
14,3.5930233,65.285,0.025,6528.5,1,27,ant_colony_seed_11,train,11
15,3.5731707,62.87,0.025,6287.0,1,26,ant_colony_seed_11,train,11
16,3.6091955,60.37,0.0,6037.0,1,25,ant_colony_seed_11,train,11
17,3.6321838,57.91,0.02,5791.0,1,24,ant_colony_seed_11,train,11
18,3.6296296,55.515,0.055,5551.5,1,23,ant_colony_seed_11,train,11
19,3.6627908,53.235,0.095,5323.5,1,22,ant_colony_seed_11,train,11
20,3.6321838,51.05,0.12,5105.0,1,21,ant_colony_seed_11,train,11
21,3.6404495,48.885,0.115,4888.5,1,20,ant_colony_seed_11,train,11
22,3.6341465,46.875,0.195,4687.5,1,19,ant_colony_seed_11,train,11
23,3.654321,44.905,0.175,4490.5,1,18,ant_colony_seed_11,train,11
24,3.621951,42.915,0.19,4291.5,1,17,ant_colony_seed_11,train,11
25,3.6352942,41.085,0.235,4108.5,1,16,ant_colony_seed_11,train,11
26,3.6024096,39.075,0.18,3907.5,1,15,ant_colony_seed_11,train,11
27,3.6352942,37.135,0.255,3713.5,1,14,ant_colony_seed_11,train,11
28,3.642857,35.45,0.285,3545.0,1,13,ant_colony_seed_11,train,11
29,3.639535,33.885,0.36,3388.5,1,12,ant_colony_seed_11,train,11
30,3.6511629,32.47,0.385,3247.0,1,11,ant_colony_seed_11,train,11
31,3.6162791,31.02,0.395,3102.0,1,10,ant_colony_seed_11,train,11
32,3.586207,29.525,0.36,2952.5,1,9,ant_colony_seed_11,train,11
33,3.6136363,28.04,0.39,2804.0,1,8,ant_colony_seed_11,train,11
34,3.6086957,26.64,0.4,2664.0,1,7,ant_colony_seed_11,train,11
35,3.6153846,25.12,0.44,2512.0,1,6,ant_colony_seed_11,train,11
36,3.6321838,23.935,0.49,2393.5,1,5,ant_colony_seed_11,train,11
37,3.6153846,22.62,0.46,2262.0,1,4,ant_colony_seed_11,train,11
38,3.590909,21.45,0.475,2145.0,1,3,ant_colony_seed_11,train,11
39,3.6511629,20.325,0.5,2032.5,1,2,ant_colony_seed_11,train,11
40,3.6511629,19.49,0.59,1949.0,1,1,ant_colony_seed_11,train,11
41,3.686747,18.7,0.6,1870.0,1,0,ant_colony_seed_11,train,11
0,3.6206896,100.0,0.0,10000.0,1,40,ant_colony_seed_12,train,12
1,3.609756,97.5,0.0,9750.0,1,39,ant_colony_seed_12,train,12
2,3.590909,95.0,0.0,9500.0,1,38,ant_colony_seed_12,train,12
3,3.607143,92.5,0.0,9250.0,1,37,ant_colony_seed_12,train,12
4,3.6341465,90.0,0.0,9000.0,1,36,ant_colony_seed_12,train,12
5,3.6352942,87.5,0.0,8750.0,1,35,ant_colony_seed_12,train,12
6,3.642857,85.0,0.0,8500.0,1,34,ant_colony_seed_12,train,12
7,3.6049383,82.5,0.0,8250.0,1,33,ant_colony_seed_12,train,12
8,3.5930233,80.0,0.0,8000.0,1,32,ant_colony_seed_12,train,12
9,3.6352942,77.5,0.0,7750.0,1,31,ant_colony_seed_12,train,12
10,3.6206896,75.045,0.02,7504.5,1,30,ant_colony_seed_12,train,12
11,3.6222222,72.62,0.04,7262.0,1,29,ant_colony_seed_12,train,12
12,3.6404495,70.31,0.055,7031.0,1,28,ant_colony_seed_12,train,12
13,3.65,67.98,0.05,6798.0,1,27,ant_colony_seed_12,train,12
14,3.6,65.61,0.04,6561.0,1,26,ant_colony_seed_12,train,12
15,3.6363637,63.27,0.06,6327.0,1,25,ant_colony_seed_12,train,12
16,3.6111112,61.06,0.095,6106.0,1,24,ant_colony_seed_12,train,12
17,3.6444445,58.84,0.085,5884.0,1,23,ant_colony_seed_12,train,12
18,3.6235294,56.685,0.115,5668.5,1,22,ant_colony_seed_12,train,12
19,3.6292136,54.55,0.11,5455.0,1,21,ant_colony_seed_12,train,12
20,3.6162791,52.64,0.19,5264.0,1,20,ant_colony_seed_12,train,12
21,3.6190476,50.7,0.18,5070.0,1,19,ant_colony_seed_12,train,12
22,3.6292136,48.75,0.185,4875.0,1,18,ant_colony_seed_12,train,12
23,3.6470587,46.78,0.21,4678.0,1,17,ant_colony_seed_12,train,12
24,3.6190476,44.99,0.245,4499.0,1,16,ant_colony_seed_12,train,12
25,3.6046512,43.28,0.28,4328.0,1,15,ant_colony_seed_12,train,12
26,3.6666667,41.565,0.265,4156.5,1,14,ant_colony_seed_12,train,12
27,3.6436782,39.87,0.29,3987.0,1,13,ant_colony_seed_12,train,12
28,3.6744187,38.28,0.31,3828.0,1,12,ant_colony_seed_12,train,12
29,3.6333334,36.66,0.315,3666.0,1,11,ant_colony_seed_12,train,12
30,3.6404495,35.125,0.355,3512.5,1,10,ant_colony_seed_12,train,12
31,3.6022727,33.585,0.335,3358.5,1,9,ant_colony_seed_12,train,12
32,3.5842698,32.115,0.355,3211.5,1,8,ant_colony_seed_12,train,12
33,3.6043956,30.73,0.41,3073.0,1,7,ant_colony_seed_12,train,12
34,3.5934067,29.265,0.385,2926.5,1,6,ant_colony_seed_12,train,12
35,3.625,27.815,0.45,2781.5,1,5,ant_colony_seed_12,train,12
36,3.6292136,26.63,0.515,2663.0,1,4,ant_colony_seed_12,train,12
37,3.659091,25.665,0.585,2566.5,1,3,ant_colony_seed_12,train,12
38,3.6321838,24.77,0.57,2477.0,1,2,ant_colony_seed_12,train,12
39,3.6363637,23.945,0.595,2394.5,1,1,ant_colony_seed_12,train,12
40,3.6551723,23.21,0.605,2321.0,1,0,ant_colony_seed_12,train,12
0,3.5795455,100.0,0.0,10000.0,1,37,ant_colony_seed_13,train,13
1,3.597701,97.5,0.0,9750.0,1,36,ant_colony_seed_13,train,13
2,3.639535,95.0,0.0,9500.0,1,35,ant_colony_seed_13,train,13
3,3.5934067,92.5,0.0,9250.0,1,34,ant_colony_seed_13,train,13
4,3.6,90.0,0.0,9000.0,1,33,ant_colony_seed_13,train,13
5,3.6263735,87.5,0.0,8750.0,1,32,ant_colony_seed_13,train,13
6,3.6111112,85.0,0.0,8500.0,1,31,ant_colony_seed_13,train,13
7,3.6086957,82.5,0.0,8250.0,1,30,ant_colony_seed_13,train,13
8,3.6111112,80.0,0.0,8000.0,1,29,ant_colony_seed_13,train,13
9,3.6547618,77.5,0.0,7750.0,1,28,ant_colony_seed_13,train,13
10,3.6206896,75.0,0.0,7500.0,1,27,ant_colony_seed_13,train,13
11,3.607143,72.5,0.0,7250.0,1,26,ant_colony_seed_13,train,13
12,3.607143,70.0,0.0,7000.0,1,25,ant_colony_seed_13,train,13
13,3.6309524,67.56,0.025,6756.0,1,24,ant_colony_seed_13,train,13
14,3.627907,65.145,0.025,6514.5,1,23,ant_colony_seed_13,train,13
15,3.642857,62.76,0.045,6276.0,1,22,ant_colony_seed_13,train,13
16,3.6794872,60.35,0.03,6035.0,1,21,ant_colony_seed_13,train,13
17,3.682927,58.04,0.09,5804.0,1,20,ant_colony_seed_13,train,13
18,3.6511629,55.85,0.11,5585.0,1,19,ant_colony_seed_13,train,13
19,3.6309524,53.66,0.1,5366.0,1,18,ant_colony_seed_13,train,13
20,3.6626506,51.505,0.12,5150.5,1,17,ant_colony_seed_13,train,13
21,3.626506,49.34,0.11,4934.0,1,16,ant_colony_seed_13,train,13
22,3.6162791,47.175,0.11,4717.5,1,15,ant_colony_seed_13,train,13
23,3.586207,45.08,0.165,4508.0,1,14,ant_colony_seed_13,train,13
24,3.5957446,43.22,0.22,4322.0,1,13,ant_colony_seed_13,train,13
25,3.627907,41.42,0.255,4142.0,1,12,ant_colony_seed_13,train,13
26,3.6436782,39.685,0.275,3968.5,1,11,ant_colony_seed_13,train,13
27,3.6179776,38.06,0.29,3806.0,1,10,ant_colony_seed_13,train,13
28,3.6153846,36.425,0.29,3642.5,1,9,ant_colony_seed_13,train,13
29,3.6043956,34.74,0.32,3474.0,1,8,ant_colony_seed_13,train,13
30,3.6162791,33.19,0.34,3319.0,1,7,ant_colony_seed_13,train,13
31,3.6162791,31.7,0.35,3170.0,1,6,ant_colony_seed_13,train,13
32,3.625,30.25,0.42,3025.0,1,5,ant_colony_seed_13,train,13
33,3.6235294,29.065,0.49,2906.5,1,4,ant_colony_seed_13,train,13
34,3.6091955,28.045,0.515,2804.5,1,3,ant_colony_seed_13,train,13
35,3.5925925,27.045,0.525,2704.5,1,2,ant_colony_seed_13,train,13
36,3.642857,26.035,0.51,2603.5,1,1,ant_colony_seed_13,train,13
37,3.6385543,25.185,0.61,2518.5,1,0,ant_colony_seed_13,train,13
0,3.5813954,100.0,0.0,10000.0,1,43,ant_colony_seed_14,train,14
1,3.5930233,97.5,0.0,9750.0,1,42,ant_colony_seed_14,train,14
2,3.6043956,95.0,0.0,9500.0,1,41,ant_colony_seed_14,train,14
3,3.590909,92.5,0.0,9250.0,1,40,ant_colony_seed_14,train,14
4,3.5930233,90.0,0.0,9000.0,1,39,ant_colony_seed_14,train,14
5,3.6162791,87.5,0.0,8750.0,1,38,ant_colony_seed_14,train,14
6,3.5952382,85.0,0.0,8500.0,1,37,ant_colony_seed_14,train,14
7,3.5764706,82.5,0.0,8250.0,1,36,ant_colony_seed_14,train,14
8,3.6263735,80.0,0.0,8000.0,1,35,ant_colony_seed_14,train,14
9,3.6046512,77.5,0.0,7750.0,1,34,ant_colony_seed_14,train,14
10,3.6046512,75.025,0.03,7502.5,1,33,ant_colony_seed_14,train,14
11,3.627907,72.63,0.03,7263.0,1,32,ant_colony_seed_14,train,14
12,3.6162791,70.195,0.02,7019.5,1,31,ant_colony_seed_14,train,14
13,3.6091955,67.76,0.02,6776.0,1,30,ant_colony_seed_14,train,14
14,3.6144578,65.35,0.04,6535.0,1,29,ant_colony_seed_14,train,14
15,3.5952382,62.99,0.05,6299.0,1,28,ant_colony_seed_14,train,14
16,3.6067417,60.58,0.045,6058.0,1,27,ant_colony_seed_14,train,14
17,3.6179776,58.34,0.085,5834.0,1,26,ant_colony_seed_14,train,14
18,3.639535,56.07,0.1,5607.0,1,25,ant_colony_seed_14,train,14
19,3.6363637,53.86,0.095,5386.0,1,24,ant_colony_seed_14,train,14
20,3.6091955,51.645,0.11,5164.5,1,23,ant_colony_seed_14,train,14
21,3.6179776,49.6,0.185,4960.0,1,22,ant_colony_seed_14,train,14
22,3.6352942,47.69,0.185,4769.0,1,21,ant_colony_seed_14,train,14
23,3.6309524,45.79,0.215,4579.0,1,20,ant_colony_seed_14,train,14
24,3.6022727,43.91,0.21,4391.0,1,19,ant_colony_seed_14,train,14
25,3.5930233,41.995,0.255,4199.5,1,18,ant_colony_seed_14,train,14
26,3.5853658,40.225,0.275,4022.5,1,17,ant_colony_seed_14,train,14
27,3.6162791,38.56,0.33,3856.0,1,16,ant_colony_seed_14,train,14
28,3.6190476,37.045,0.325,3704.5,1,15,ant_colony_seed_14,train,14
29,3.6222222,35.45,0.32,3545.0,1,14,ant_colony_seed_14,train,14
30,3.639535,33.735,0.28,3373.5,1,13,ant_colony_seed_14,train,14
31,3.6551723,32.075,0.31,3207.5,1,12,ant_colony_seed_14,train,14
32,3.6352942,30.56,0.355,3056.0,1,11,ant_colony_seed_14,train,14
33,3.6235294,29.16,0.46,2916.0,1,10,ant_colony_seed_14,train,14
34,3.6588235,27.96,0.46,2796.0,1,9,ant_colony_seed_14,train,14
35,3.6547618,26.565,0.4,2656.5,1,8,ant_colony_seed_14,train,14
36,3.6516855,25.07,0.39,2507.0,1,7,ant_colony_seed_14,train,14
37,3.6511629,23.825,0.455,2382.5,1,6,ant_colony_seed_14,train,14
38,3.6511629,22.59,0.455,2259.0,1,5,ant_colony_seed_14,train,14
39,3.6136363,21.365,0.475,2136.5,1,4,ant_colony_seed_14,train,14
40,3.6067417,20.165,0.49,2016.5,1,3,ant_colony_seed_14,train,14
41,3.6179776,19.175,0.565,1917.5,1,2,ant_colony_seed_14,train,14
42,3.6547618,18.29,0.57,1829.0,1,1,ant_colony_seed_14,train,14
43,3.6321838,17.565,0.685,1756.5,1,0,ant_colony_seed_14,train,14
0,3.6263735,100.0,0.0,10000.0,1,45,ant_colony_seed_15,train,15
1,3.6067417,97.5,0.0,9750.0,1,44,ant_colony_seed_15,train,15
2,3.612903,95.0,0.0,9500.0,1,43,ant_colony_seed_15,train,15
3,3.6111112,92.5,0.0,9250.0,1,42,ant_colony_seed_15,train,15
4,3.6162791,90.0,0.0,9000.0,1,41,ant_colony_seed_15,train,15
5,3.597701,87.5,0.0,8750.0,1,40,ant_colony_seed_15,train,15
6,3.6111112,85.0,0.0,8500.0,1,39,ant_colony_seed_15,train,15
7,3.627907,82.5,0.0,8250.0,1,38,ant_colony_seed_15,train,15
8,3.6117647,80.0,0.0,8000.0,1,37,ant_colony_seed_15,train,15
9,3.6024096,77.5,0.0,7750.0,1,36,ant_colony_seed_15,train,15
10,3.6309524,75.0,0.0,7500.0,1,35,ant_colony_seed_15,train,15
11,3.6404495,72.5,0.0,7250.0,1,34,ant_colony_seed_15,train,15
12,3.6321838,70.0,0.0,7000.0,1,33,ant_colony_seed_15,train,15
13,3.639535,67.52,0.04,6752.0,1,32,ant_colony_seed_15,train,15
14,3.6404495,65.125,0.03,6512.5,1,31,ant_colony_seed_15,train,15
15,3.6704545,62.75,0.035,6275.0,1,30,ant_colony_seed_15,train,15
16,3.682927,60.39,0.05,6039.0,1,29,ant_colony_seed_15,train,15
17,3.6923077,58.06,0.065,5806.0,1,28,ant_colony_seed_15,train,15
18,3.6746988,55.845,0.105,5584.5,1,27,ant_colony_seed_15,train,15
19,3.6506023,53.78,0.145,5378.0,1,26,ant_colony_seed_15,train,15
20,3.6705883,51.665,0.125,5166.5,1,25,ant_colony_seed_15,train,15
21,3.6551723,49.495,0.135,4949.5,1,24,ant_colony_seed_15,train,15
22,3.6206896,47.455,0.19,4745.5,1,23,ant_colony_seed_15,train,15
23,3.6436782,45.3,0.14,4530.0,1,22,ant_colony_seed_15,train,15
24,3.6666667,43.315,0.185,4331.5,1,21,ant_colony_seed_15,train,15
25,3.6551723,41.405,0.225,4140.5,1,20,ant_colony_seed_15,train,15
26,3.6555555,39.495,0.235,3949.5,1,19,ant_colony_seed_15,train,15
27,3.6436782,37.58,0.21,3758.0,1,18,ant_colony_seed_15,train,15
28,3.6551723,35.74,0.25,3574.0,1,17,ant_colony_seed_15,train,15
29,3.6444445,33.82,0.295,3382.0,1,16,ant_colony_seed_15,train,15
30,3.625,32.2,0.325,3220.0,1,15,ant_colony_seed_15,train,15
31,3.6436782,30.66,0.36,3066.0,1,14,ant_colony_seed_15,train,15
32,3.627907,29.24,0.39,2924.0,1,13,ant_colony_seed_15,train,15
33,3.6444445,27.85,0.425,2785.0,1,12,ant_colony_seed_15,train,15
34,3.6235294,26.6,0.445,2660.0,1,11,ant_colony_seed_15,train,15
35,3.6144578,25.565,0.515,2556.5,1,10,ant_colony_seed_15,train,15
36,3.6538463,24.555,0.55,2455.5,1,9,ant_colony_seed_15,train,15
37,3.621951,23.53,0.535,2353.0,1,8,ant_colony_seed_15,train,15
38,3.6117647,22.47,0.535,2247.0,1,7,ant_colony_seed_15,train,15
39,3.6117647,21.415,0.535,2141.5,1,6,ant_colony_seed_15,train,15
40,3.586207,20.36,0.545,2036.0,1,5,ant_colony_seed_15,train,15
41,3.5930233,19.515,0.58,1951.5,1,4,ant_colony_seed_15,train,15
42,3.5795455,18.545,0.555,1854.5,1,3,ant_colony_seed_15,train,15
43,3.586207,17.655,0.595,1765.5,1,2,ant_colony_seed_15,train,15
44,3.6292136,16.785,0.595,1678.5,1,1,ant_colony_seed_15,train,15
45,3.626506,16.07,0.655,1607.0,1,0,ant_colony_seed_15,train,15
0,3.5747128,100.0,0.0,10000.0,1,43,ant_colony_seed_16,train,16
1,3.639535,97.5,0.0,9750.0,1,42,ant_colony_seed_16,train,16
2,3.6470587,95.0,0.0,9500.0,1,41,ant_colony_seed_16,train,16
3,3.5882354,92.5,0.0,9250.0,1,40,ant_colony_seed_16,train,16
4,3.6117647,90.0,0.0,9000.0,1,39,ant_colony_seed_16,train,16
5,3.6046512,87.5,0.0,8750.0,1,38,ant_colony_seed_16,train,16
6,3.590909,85.0,0.0,8500.0,1,37,ant_colony_seed_16,train,16
7,3.6049383,82.5,0.0,8250.0,1,36,ant_colony_seed_16,train,16
8,3.6190476,80.0,0.0,8000.0,1,35,ant_colony_seed_16,train,16
9,3.627907,77.5,0.0,7750.0,1,34,ant_colony_seed_16,train,16
10,3.6263735,75.0,0.0,7500.0,1,33,ant_colony_seed_16,train,16
11,3.597701,72.5,0.0,7250.0,1,32,ant_colony_seed_16,train,16
12,3.6506023,70.0,0.0,7000.0,1,31,ant_colony_seed_16,train,16
13,3.590909,67.5,0.0,6750.0,1,30,ant_colony_seed_16,train,16
14,3.6046512,65.0,0.0,6500.0,1,29,ant_colony_seed_16,train,16
15,3.6111112,62.59,0.03,6259.0,1,28,ant_colony_seed_16,train,16
16,3.5813954,60.195,0.03,6019.5,1,27,ant_colony_seed_16,train,16
