t,feature_0,feature_1,feature_2,feature_3,event_indicator,time_to_event
0,3.597701,100.0,0.0,10000.0,1,39
1,3.6,97.5,0.0,9750.0,1,38
2,3.6477273,95.0,0.0,9500.0,1,37
3,3.6206896,92.5,0.0,9250.0,1,36
4,3.6046512,90.0,0.0,9000.0,1,35
5,3.639535,87.5,0.0,8750.0,1,34
6,3.6309524,85.0,0.0,8500.0,1,33
7,3.6321838,82.5,0.0,8250.0,1,32
8,3.626506,80.0,0.0,8000.0,1,31
9,3.6455696,77.5,0.0,7750.0,1,30
10,3.6625,75.0,0.0,7500.0,1,29
11,3.6746988,72.5,0.0,7250.0,1,28
12,3.6818182,70.0,0.0,7000.0,1,27
13,3.6666667,67.5,0.0,6750.0,1,26
14,3.6666667,65.005,0.02,6500.5,1,25
15,3.625,62.56,0.035,6256.0,1,24
16,3.6511629,60.17,0.035,6017.0,1,23
17,3.627907,57.9,0.12,5790.0,1,22
18,3.6385543,55.765,0.165,5576.5,1,21
19,3.6341465,53.75,0.155,5375.0,1,20
20,3.597561,51.87,0.23,5187.0,1,19
21,3.6235294,50.16,0.26,5016.0,1,18
22,3.6547618,48.46,0.28,4846.0,1,17
23,3.6309524,46.725,0.275,4672.5,1,16
24,3.6470587,45.07,0.295,4507.0,1,15
25,3.6463416,43.43,0.305,4343.0,1,14
26,3.6470587,41.945,0.355,4194.5,1,13
27,3.6547618,40.455,0.335,4045.5,1,12
28,3.6547618,38.955,0.355,3895.5,1,11
29,3.6705883,37.415,0.345,3741.5,1,10
30,3.682927,35.985,0.385,3598.5,1,9
31,3.6860466,34.65,0.435,3465.0,1,8
32,3.678161,33.485,0.475,3348.5,1,7
33,3.659091,32.42,0.5,3242.0,1,6
34,3.6511629,31.35,0.5,3135.0,1,5
35,3.6551723,30.52,0.56,3052.0,1,4
36,3.6551723,29.62,0.565,2962.0,1,3
37,3.625,28.785,0.575,2878.5,1,2
38,3.6321838,28.015,0.59,2801.5,1,1
39,3.642857,27.215,0.605,2721.5,1,0
