t,feature_0,feature_1,feature_2,feature_3,event_indicator,time_to_event
0,3.597701,100.0,0.0,10000.0,1,38
1,3.5824175,97.5,0.0,9750.0,1,37
2,3.5777779,95.0,0.0,9500.0,1,36
3,3.590909,92.5,0.0,9250.0,1,35
4,3.597701,90.0,0.0,9000.0,1,34
5,3.607143,87.5,0.0,8750.0,1,33
6,3.6363637,85.0,0.0,8500.0,1,32
7,3.6091955,82.5,0.0,8250.0,1,31
8,3.6404495,80.0,0.0,8000.0,1,30
9,3.6321838,77.5,0.0,7750.0,1,29
10,3.6333334,75.0,0.0,7500.0,1,28
11,3.6206896,72.53,0.02,7253.0,1,27
12,3.6511629,70.095,0.02,7009.5,1,26
13,3.6352942,67.66,0.02,6766.0,1,25
14,3.617284,65.245,0.025,6524.5,1,24
15,3.6206896,62.85,0.03,6285.0,1,23
16,3.6222222,60.435,0.025,6043.5,1,22
17,3.6091955,58.04,0.04,5804.0,1,21
18,3.642857,55.69,0.115,5569.0,1,20
19,3.639535,53.65,0.15,5365.0,1,19
20,3.621951,51.685,0.19,5168.5,1,18
21,3.626506,49.69,0.16,4969.0,1,17
22,3.6195652,47.665,0.205,4766.5,1,16
23,3.639535,45.835,0.235,4583.5,1,15
24,3.6511629,44.015,0.225,4401.5,1,14
25,3.6588235,42.105,0.215,4210.5,1,13
26,3.6,40.18,0.21,4018.0,1,12
27,3.6091955,38.33,0.275,3833.0,1,11
28,3.626506,36.755,0.355,3675.5,1,10
29,3.6067417,35.29,0.385,3529.0,1,9
30,3.6206896,34.035,0.46,3403.5,1,8
31,3.6753247,32.9,0.455,3290.0,1,7
32,3.658228,31.705,0.46,3170.5,1,6
33,3.6341465,30.43,0.45,3043.0,1,5
34,3.6235294,29.155,0.42,2915.5,1,4
35,3.6419754,27.82,0.42,2782.0,1,3
36,3.6818182,26.4,0.415,2640.0,1,2
37,3.6704545,25.145,0.525,2514.5,1,1
38,3.642857,24.31,0.625,2431.0,1,0
